"Relative Intensity (%) Run #5";"Output Voltage Ch H (V) Run #5";"Output Current Ch H (A) Run #5";"Angle (rad) Run #5"
0,08;7,02;0,67;23,038
0,10;7,02;0,67;23,143
0,10;7,02;0,67;23,230
0,10;7,02;0,67;23,318
0,01;7,02;0,67;23,405
0,02;7,02;0,67;23,510
0,00;7,02;0,67;23,614
0,10;7,02;0,67;23,736
0,02;7,02;0,67;23,841
-0,08;7,02;0,67;23,946
0,03;7,02;0,67;24,033
0,01;7,02;0,67;24,120
0,09;7,02;0,67;24,173
0,08;7,02;0,67;24,260
0,08;7,02;0,67;24,347
0,08;7,02;0,67;24,487
-0,05;7,02;0,67;24,627
0,10;7,02;0,67;24,749
0,06;7,02;0,67;24,871
0,02;7,02;0,67;24,958
0,04;7,02;0,67;25,045
0,04;7,02;0,67;25,098
0,03;7,02;0,67;25,203
0,05;7,02;0,67;25,325
-0,01;7,02;0,67;25,482
0,09;7,02;0,67;25,656
0,00;7,02;0,67;25,813
-0,14;7,02;0,67;25,953
-0,08;7,02;0,67;26,058
0,02;7,02;0,67;26,162
0,01;7,02;0,67;26,267
0,04;7,02;0,67;26,389
0,07;7,02;0,67;26,512
0,12;7,02;0,67;26,599
0,04;7,02;0,67;26,721
-0,01;7,02;0,67;26,843
0,13;7,02;0,67;27,000
0,11;7,02;0,67;27,175
0,02;7,02;0,67;27,349
0,03;7,02;0,67;27,524
0,14;7,02;0,67;27,681
0,06;7,02;0,67;27,838
0,09;7,02;0,67;28,013
-0,13;7,02;0,67;28,187
-0,13;7,02;0,67;28,344
0,07;7,02;0,67;28,501
0,02;7,02;0,67;28,658
0,04;7,02;0,67;28,815
-0,01;7,02;0,67;28,920
0,09;7,02;0,67;28,990
0,04;7,02;0,67;29,025
0,00;7,02;0,67;29,060
-0,03;7,02;0,67;29,077
0,04;7,02;0,67;29,095
-0,08;7,02;0,67;29,164
-0,06;7,02;0,67;29,269
0,02;7,02;0,67;29,374
0,11;7,02;0,67;29,479
0,00;7,02;0,67;29,601
-0,07;7,02;0,67;29,740
0,08;7,02;0,67;29,863
0,07;7,02;0,67;29,967
0,06;7,02;0,67;30,055
0,06;7,02;0,67;30,124
0,06;7,02;0,67;30,177
0,00;7,02;0,67;30,229
-0,03;7,02;0,67;30,264
-0,16;7,02;0,67;30,316
-0,13;7,02;0,67;30,404
-0,14;7,02;0,67;30,526
-0,06;7,02;0,67;30,631
-0,07;7,02;0,67;30,753
0,04;7,02;0,67;30,892
-0,04;7,02;0,67;31,032
-0,10;7,02;0,67;31,137
-0,05;7,02;0,67;31,241
-0,06;7,02;0,67;31,329
-0,04;7,02;0,67;31,451
0,00;7,02;0,67;31,556
0,04;7,02;0,67;31,678
0,02;7,02;0,67;31,800
0,09;7,02;0,67;31,922
0,00;7,02;0,67;32,044
0,01;7,02;0,67;32,184
0,13;7,02;0,67;32,323
0,01;7,02;0,67;32,463
0,00;7,02;0,67;32,603
0,05;7,02;0,67;32,760
-0,04;7,02;0,67;32,917
-0,09;7,02;0,67;33,057
0,00;7,02;0,67;33,196
-0,01;7,02;0,67;33,336
-0,10;7,02;0,67;33,510
-0,15;7,02;0,67;33,737
-0,22;7,02;0,67;33,947
0,04;7,02;0,67;34,086
-0,04;7,02;0,67;34,174
-0,01;7,02;0,67;34,243
0,03;7,02;0,67;34,331
-0,07;7,02;0,67;34,453
-0,04;7,02;0,67;34,592
-0,02;7,02;0,67;34,732
0,00;7,02;0,67;34,889
-0,04;7,02;0,67;35,064
-0,05;7,02;0,67;35,221
-0,12;7,02;0,67;35,413
-0,13;7,02;0,67;35,587
-0,04;7,02;0,67;35,762
-0,11;7,02;0,67;35,901
-0,08;7,02;0,67;36,041
-0,13;7,02;0,67;36,128
-0,03;7,02;0,67;36,233
-0,01;7,02;0,67;36,373
-0,07;7,02;0,67;36,565
0,01;7,02;0,67;36,826
-0,08;7,02;0,67;37,071
-0,13;7,02;0,67;37,280
-0,05;7,02;0,67;37,437
-0,01;7,02;0,67;37,559
0,09;7,02;0,67;37,629
-6,26E-4;7,02;0,67;37,699
0,08;7,02;0,67;37,769
0,03;7,02;0,67;37,856
0,00;7,02;0,67;37,978
0,01;7,02;0,67;38,101
0,00;7,02;0,67;38,258
0,00;7,02;0,67;38,397
0,01;7,02;0,67;38,502
0,05;7,02;0,67;38,589
0,04;7,02;0,67;38,676
0,01;7,02;0,67;38,781
0,02;7,02;0,67;38,886
-0,04;7,02;0,67;38,973
0,02;7,02;0,67;39,060
-0,13;7,02;0,67;39,148
-0,04;7,02;0,67;39,252
0,03;7,02;0,67;39,375
0,03;7,02;0,67;39,514
0,06;7,02;0,67;39,636
0,07;7,02;0,67;39,776
0,00;7,02;0,67;39,933
-0,01;7,02;0,67;40,055
0,08;7,02;0,67;40,177
-0,01;7,02;0,67;40,282
-0,05;7,02;0,67;40,352
0,00;7,02;0,67;40,422
-0,01;7,02;0,67;40,474
-0,02;7,02;0,67;40,544
0,04;7,02;0,67;40,631
0,03;7,02;0,67;40,719
0,03;7,02;0,67;40,841
-0,05;7,02;0,67;41,015
-0,14;7,02;0,67;41,102
-0,03;7,02;0,67;41,190
-0,02;7,02;0,67;41,294
-0,04;7,02;0,67;41,382
-0,01;7,02;0,67;41,539
0,07;7,02;0,67;41,731
0,02;7,02;0,67;41,958
0,06;7,02;0,67;42,132
0,01;7,02;0,67;42,307
0,03;7,02;0,67;42,446
0,06;7,02;0,67;42,586
0,00;7,02;0,67;42,795
0,04;7,02;0,67;43,022
-0,02;7,02;0,67;43,232
0,00;7,02;0,67;43,494
0,06;7,02;0,67;43,738
0,18;7,02;0,67;43,930
0,21;7,02;0,67;44,174
0,18;7,02;0,67;44,384
0,14;7,02;0,67;44,558
-0,03;7,02;0,67;44,715
-0,14;7,02;0,67;44,820
-0,06;7,02;0,67;44,942
-0,04;7,02;0,67;45,029
-0,01;7,02;0,67;45,134
-0,05;7,02;0,67;45,239
-0,02;7,02;0,67;45,326
-0,01;7,02;0,67;45,431
-0,05;7,02;0,67;45,536
-0,12;7,02;0,67;45,693
-0,09;7,02;0,67;45,867
-0,11;7,02;0,67;46,077
-0,05;7,02;0,67;46,269
-0,10;7,02;0,67;46,461
-0,05;7,02;0,67;46,670
0,01;7,02;0,67;46,862
-0,03;7,02;0,67;47,019
-0,02;7,02;0,67;47,141
-0,02;7,02;0,67;47,246
0,03;7,02;0,67;47,316
6,10E-5;7,02;0,66;47,386
0,06;7,02;0,67;47,543
-0,02;7,02;0,67;47,717
0,08;7,02;0,67;47,944
0,00;7,02;0,66;48,154
0,04;7,02;0,66;48,346
-0,04;7,02;0,66;48,538
-0,12;7,02;0,66;48,695
-0,01;7,02;0,66;48,817
0,03;7,02;0,66;48,939
0,00;7,02;0,66;49,061
-0,10;7,02;0,66;49,218
0,00;7,02;0,66;49,375
0,08;7,02;0,66;49,550
-0,03;7,02;0,66;49,707
-0,08;7,02;0,66;49,847
-0,05;7,02;0,66;49,986
-0,11;7,02;0,66;50,126
-0,07;7,02;0,66;50,283
-0,12;7,02;0,66;50,440
0,02;7,02;0,66;50,615
-0,01;7,02;0,66;50,772
0,00;7,02;0,66;50,981
0,06;7,02;0,66;51,156
-0,28;7,02;0,66;51,348
-0,31;7,02;0,66;51,574
-0,04;7,02;0,66;51,784
-0,08;7,02;0,66;52,011
-0,24;7,02;0,66;52,220
-0,22;7,02;0,66;52,377
-0,03;7,02;0,66;52,499
-0,30;7,02;0,66;52,639
-0,32;7,02;0,66;52,761
-0,16;7,02;0,66;52,918
0,06;7,02;0,66;53,093
0,12;7,02;0,66;53,320
0,03;7,02;0,66;53,529
0,07;7,02;0,66;53,721
0,03;7,02;0,66;53,913
0,05;7,02;0,66;54,088
-0,02;7,02;0,66;54,280
-0,04;7,02;0,66;54,472
-0,01;7,02;0,66;54,629
3,05E-4;7,02;0,66;54,803
0,07;7,02;0,66;54,960
0,03;7,02;0,66;55,100
0,08;7,02;0,66;55,222
0,13;7,02;0,66;55,344
0,12;7,02;0,66;55,484
0,08;7,02;0,66;55,641
0,19;7,02;0,66;55,833
0,21;7,02;0,66;56,025
0,17;7,02;0,66;56,235
0,17;7,02;0,66;56,444
0,17;7,02;0,66;56,601
0,20;7,02;0,66;56,758
0,16;7,02;0,66;56,968
0,03;7,02;0,66;57,177
0,08;7,02;0,66;57,369
0,08;7,02;0,66;57,526
4,58E-5;7,02;0,66;57,683
0,00;7,02;0,66;57,858
0,17;7,02;0,66;58,032
0,14;7,02;0,66;58,189
0,12;7,02;0,66;58,364
0,14;7,02;0,66;58,573
0,11;7,02;0,66;58,765
0,05;7,02;0,66;58,940
0,10;7,02;0,66;59,114
-0,11;7,02;0,66;59,271
-0,10;7,02;0,66;59,446
-0,06;7,02;0,66;59,638
-0,02;7,02;0,66;59,795
0,00;7,02;0,66;59,917
0,14;7,02;0,66;60,022
0,50;7,02;0,66;60,109
0,70;7,02;0,66;60,214
0,90;7,02;0,66;60,353
1,45;7,02;0,66;60,580
1,85;7,02;0,66;60,737
1,64;7,02;0,66;60,877
1,32;7,02;0,66;61,034
0,94;7,02;0,66;61,174
0,73;7,02;0,66;61,313
0,34;7,02;0,66;61,523
0,25;7,02;0,66;61,715
0,18;7,02;0,66;61,854
0,14;7,02;0,66;61,994
0,05;7,02;0,66;62,099
0,10;7,02;0,66;62,186
0,11;7,02;0,66;62,273
0,10;7,02;0,66;62,396
0,21;7,02;0,66;62,500
0,14;7,02;0,66;62,587
0,11;7,02;0,66;62,692
0,10;7,02;0,66;62,814
0,18;7,02;0,66;62,954
0,13;7,02;0,66;63,094
0,11;7,02;0,66;63,216
0,07;7,02;0,66;63,338
0,10;7,02;0,66;63,425
0,17;7,02;0,66;63,495
0,08;7,02;0,66;63,547
0,10;7,02;0,66;63,600
0,01;7,02;0,66;63,635
0,02;7,02;0,66;63,670
0,02;7,02;0,66;63,739
0,02;7,02;0,66;63,844
0,11;7,02;0,66;63,914
0,01;7,02;0,66;63,984
-0,02;7,02;0,66;64,088
0,03;7,02;0,66;64,141
-0,01;7,02;0,66;64,158
0,02;7,02;0,66;64,176
0,04;7,02;0,66;64,176
0,01;7,02;0,66;64,158
-0,13;7,02;0,66;64,158
-0,05;7,02;0,66;64,158
-0,09;7,02;0,66;64,158
-0,03;7,02;0,66;64,158
-0,01;7,02;0,66;64,158
-0,03;7,02;0,66;64,158
-0,03;7,02;0,66;64,158
-0,13;7,02;0,66;64,158
-0,09;7,02;0,66;64,158
-0,15;7,02;0,66;64,158
-0,15;7,02;0,66;64,158
-0,14;7,02;0,66;64,158
-0,12;7,02;0,66;64,158
-0,16;7,02;0,66;64,158
-0,24;7,02;0,66;64,158
-0,04;7,02;0,66;64,158
-0,12;7,02;0,66;64,158
-0,12;7,02;0,66;64,158
0,01;7,02;0,66;64,158
-8,39E-4;7,02;0,66;64,158
-0,06;7,02;0,66;64,158
-0,08;7,02;0,66;64,158
-0,11;7,02;0,66;64,158
-0,01;7,02;0,66;64,158
-0,07;7,02;0,66;64,158
-0,03;7,02;0,66;64,158
-0,04;;;
