"Relative Intensity (%) Run #1";"Output Voltage Ch H (V) Run #1";"Output Current Ch H (A) Run #1";"Angle (rad) Run #1";"Relative Intensity (%) Run #2";"Output Voltage Ch H (V) Run #2";"Output Current Ch H (A) Run #2";"Angle (rad) Run #2";"Relative Intensity (%) Run #3";"Output Voltage Ch H (V) Run #3";"Output Current Ch H (A) Run #3";"Angle (rad) Run #3";"Relative Intensity (%) Run #4";"Output Voltage Ch H (V) Run #4";"Output Current Ch H (A) Run #4";"Angle (rad) Run #4"
0,10;5,02;0,58;50,964;-0,97;6,02;0,62;55,152;0,28;7,02;0,66;62,186;-0,40;8,02;0,71;57,002
-0,05;5,02;0,58;51,173;-0,98;6,02;0,62;55,327;0,30;7,02;0,66;62,291;-0,40;8,02;0,71;57,247
-0,06;5,02;0,58;51,365;-0,94;6,02;0,62;55,501;0,26;7,02;0,66;62,396;-0,31;8,02;0,71;57,474
-0,02;5,02;0,58;51,540;-0,99;6,02;0,62;55,676;0,19;7,02;0,66;62,483;-0,33;8,02;0,71;57,631
0,03;5,02;0,58;51,714;-1,00;6,02;0,62;55,868;0,19;7,02;0,66;62,518;-0,40;8,02;0,71;57,718
0,06;5,02;0,58;51,924;-1,04;6,02;0,62;56,060;0,14;7,02;0,66;62,535;-0,31;8,02;0,71;57,805
0,02;5,02;0,58;52,133;-0,94;6,02;0,62;56,235;0,19;7,02;0,66;62,570;-0,57;8,02;0,71;57,875
0,04;5,02;0,58;52,360;-0,99;6,02;0,62;56,409;0,13;7,02;0,66;62,640;-0,30;8,02;0,71;57,945
-0,03;5,02;0,58;52,587;-0,97;6,02;0,62;56,566;0,15;7,02;0,66;62,745;-0,20;8,02;0,71;58,067
-0,01;5,02;0,58;52,814;-1,03;6,02;0,62;56,706;0,23;7,02;0,66;62,867;-0,29;8,02;0,71;58,277
-0,02;5,02;0,58;53,041;-1,02;6,02;0,62;56,828;0,19;7,02;0,66;62,971;-0,27;8,02;0,71;58,521
0,04;5,02;0,58;53,267;-1,02;6,02;0,62;56,985;0,26;7,02;0,66;63,041;-0,29;8,02;0,71;58,783
0,02;5,02;0,58;53,494;-1,00;6,02;0,62;57,177;0,24;7,02;0,66;63,094;-0,22;8,02;0,71;59,010
0,01;5,02;0,58;53,704;-0,93;6,02;0,62;57,369;0,16;7,02;0,66;63,129;-0,29;8,02;0,71;59,184
-0,02;5,02;0,58;53,913;-0,96;6,02;0,62;57,578;0,21;7,02;0,66;63,163;-0,26;8,02;0,71;59,341
-0,01;5,02;0,58;54,088;-0,96;6,02;0,62;57,788;0,18;7,02;0,66;63,198;-0,26;8,02;0,71;59,498
-0,02;5,02;0,58;54,245;-0,92;6,02;0,62;57,980;0,19;7,02;0,66;63,233;-0,24;8,02;0,71;59,690
0,02;5,02;0,58;54,419;-0,97;6,02;0,62;58,172;0,17;7,02;0,66;63,251;-0,05;8,02;0,71;59,900
-0,01;5,02;0,58;54,611;-0,94;6,02;0,62;58,346;0,04;7,02;0,66;63,286;0,28;8,02;0,71;60,074
-0,01;5,02;0,58;54,838;-0,98;6,02;0,62;58,538;0,07;7,02;0,66;63,286;1,09;8,02;0,71;60,231
0,01;5,02;0,58;55,065;-0,93;6,02;0,62;58,695;0,18;7,02;0,66;63,286;1,71;8,02;0,71;60,353
0,00;5,02;0,58;55,292;-0,98;6,02;0,62;58,887;0,18;7,02;0,66;63,286;1,79;8,02;0,71;60,476
-0,01;5,02;0,58;55,519;-1,07;6,02;0,62;59,079;0,19;7,02;0,66;63,286;1,40;8,02;0,71;60,580
-0,05;5,02;0,58;55,746;-0,93;6,02;0,62;59,271;0,23;7,02;0,66;63,286;1,11;8,02;0,71;60,720
-0,01;5,02;0,58;55,920;-0,89;6,02;0,62;59,446;0,31;7,02;0,66;63,286;0,58;8,02;0,71;60,825
0,07;5,02;0,58;56,095;-0,92;6,02;0,62;59,620;0,18;7,02;0,66;63,286;0,33;8,02;0,71;60,947
-0,05;5,02;0,58;56,217;-1,02;6,02;0,62;59,795;0,22;7,02;0,66;63,286;0,24;8,02;0,71;61,069
0,04;5,02;0,58;56,374;-0,92;6,02;0,62;59,987;0,18;7,02;0,66;63,286;0,17;8,02;0,71;61,174
-0,01;5,02;0,58;56,514;-0,85;6,02;0,62;60,179;0,21;7,02;0,66;63,286;0,07;8,02;0,71;61,296
-0,13;5,02;0,58;56,706;-0,54;6,02;0,62;60,406;0,20;7,02;0,66;63,286;0,09;8,02;0,71;61,401
0,02;5,02;0,58;56,950;-0,10;6,02;0,62;60,615;0,08;7,02;0,66;63,286;-0,05;8,02;0,71;61,523
-0,03;5,02;0,58;57,212;0,24;6,02;0,62;60,807;0,29;7,02;0,66;63,268;-0,01;8,02;0,71;61,628
-0,06;5,02;0,58;57,543;0,05;6,02;0,62;60,982;0,19;7,02;0,66;63,268;-0,05;8,02;0,71;61,715
0,00;5,02;0,58;57,875;-0,18;6,02;0,62;61,139;0,19;7,02;0,66;63,268;0,02;8,02;0,71;61,785
0,04;5,02;0,58;58,224;-0,40;6,02;0,62;61,261;0,17;7,02;0,66;63,268;-0,02;8,02;0,71;61,837
0,07;5,02;0,58;58,521;-0,52;6,02;0,62;61,401;0,12;7,02;0,66;63,268;-0,07;8,02;0,71;61,889
0,05;5,02;0,58;58,800;-0,71;6,02;0,62;61,540;0,13;7,02;0,66;63,268;-0,11;8,02;0,71;61,924
3,81E-4;5,02;0,58;59,044;-0,69;6,02;0,62;61,680;0,19;7,02;0,66;63,268;-0,01;8,02;0,71;61,994
0,05;5,02;0,58;59,236;-0,75;6,02;0,62;61,837;0,15;7,02;0,66;63,268;0,01;8,02;0,71;62,046
0,05;5,02;0,58;59,359;-0,70;6,02;0,62;61,994;0,18;7,02;0,66;63,268;-0,06;8,02;0,71;62,116
0,09;5,02;0,58;59,428;-0,75;6,02;0,62;62,099;0,20;7,02;0,66;63,268;0,04;8,02;0,71;62,169
0,07;5,02;0,58;59,516;-0,70;6,02;0,62;62,204;0,13;7,02;0,66;63,268;0,01;8,02;0,71;62,238
0,05;5,02;0,58;59,603;-0,76;6,02;0,62;62,273;0,12;7,02;0,66;63,268;-0,04;8,02;0,71;62,308
0,03;5,02;0,58;59,760;-0,84;6,02;0,62;62,361;0,15;7,02;0,66;63,268;-0,04;8,02;0,71;62,378
0,06;5,02;0,58;59,987;-0,82;6,02;0,62;62,465;0,18;7,02;0,66;63,268;0,01;8,02;0,71;62,430
0,11;5,02;0,58;60,214;-0,83;6,02;0,62;62,587;0,11;7,02;0,66;63,268;-0,05;8,02;0,71;62,483
0,16;5,02;0,58;60,423;-0,79;6,02;0,62;62,710;0,02;7,02;0,66;63,268;-0,05;8,02;0,71;62,518
0,46;5,02;0,58;60,615;-0,79;6,02;0,62;62,832;0,08;7,02;0,66;63,268;-0,05;8,02;0,71;62,553
0,74;5,02;0,58;60,860;-0,77;6,02;0,62;62,971;0,20;7,02;0,66;63,268;0,04;8,02;0,71;62,622
1,11;5,02;0,58;61,121;-0,74;6,02;0,62;63,129;0,08;7,02;0,66;63,268;0,06;8,02;0,71;62,675
0,93;5,02;0,58;61,331;-0,71;6,02;0,62;63,268;0,16;7,02;0,66;63,268;0,01;8,02;0,71;62,710
0,60;5,02;0,58;61,505;-0,86;6,02;0,62;63,373;0,21;7,02;0,66;63,268;-0,02;8,02;0,71;62,727
0,48;5,02;0,58;61,680;-0,90;6,02;0,62;63,513;0,27;7,02;0,66;63,268;0,04;8,02;0,71;62,745
0,19;5,02;0,58;61,837;-1,16;6,02;0,62;63,617;0,19;7,02;0,66;63,268;0,06;8,02;0,71;62,779
0,23;5,02;0,58;61,994;-1,05;6,02;0,62;63,687;0,17;7,02;0,66;63,268;0,05;8,02;0,71;62,832
0,30;5,02;0,58;62,151;-0,74;6,02;0,62;63,757;0,19;7,02;0,66;63,268;0,04;8,02;0,71;62,884
0,29;5,02;0,58;62,308;-0,73;6,02;0,62;63,774;0,19;7,02;0,66;63,268;0,13;8,02;0,71;62,919
0,21;5,02;0,58;62,483;-0,79;6,02;0,62;63,774;0,13;7,02;0,66;63,268;0,11;8,02;0,71;62,971
0,23;5,02;0,58;62,622;-0,83;6,02;0,62;63,774;0,21;7,02;0,66;63,268;0,09;8,02;0,71;63,024
0,21;5,02;0,58;62,762;-0,80;6,02;0,62;63,774;0,12;7,02;0,66;63,268;0,13;8,02;0,71;63,059
0,22;5,02;0,58;62,971;-0,77;6,02;0,62;63,774;0,23;7,02;0,66;63,268;0,06;8,02;0,71;63,094
0,16;5,02;0,58;63,129;-0,74;6,02;0,62;63,774;0,16;7,02;0,66;63,268;0,03;8,02;0,71;63,129
0,19;5,02;0,58;63,338;-0,93;6,02;0,62;63,774;0,08;7,02;0,66;63,268;-0,01;8,02;0,71;63,181
0,18;5,02;0,58;63,547;-0,96;6,02;0,62;63,774;0,19;7,02;0,66;63,268;0,05;8,02;0,71;63,251
0,19;5,02;0,58;63,722;-0,73;6,02;0,62;63,774;0,16;7,02;0,66;63,268;0,04;8,02;0,71;63,321
0,23;5,02;0,58;63,809;-0,81;6,02;0,62;63,774;0,15;7,02;0,67;63,268;-0,07;8,02;0,71;63,373
0,14;5,02;0,58;63,879;-0,79;6,02;0,62;63,774;0,14;7,02;0,66;63,268;-0,07;8,02;0,71;63,390
0,14;5,02;0,58;63,949;-0,76;6,02;0,62;63,774;0,09;7,02;0,66;63,268;0,01;8,02;0,71;63,390
0,16;5,02;0,58;64,001;-0,84;6,02;0,62;63,774;0,11;7,02;0,66;63,268;-0,02;8,02;0,71;63,390
0,14;5,02;0,58;64,001;-0,82;6,02;0,62;63,774;0,02;7,02;0,67;63,268;0,06;8,02;0,71;63,390
0,16;5,02;0,58;64,001;-0,81;6,02;0,62;63,774;-0,06;7,02;0,66;63,268;0,00;8,02;0,71;63,390
0,17;5,02;0,58;64,001;-0,97;6,02;0,62;63,774;-0,02;7,02;0,66;63,268;0,04;8,02;0,71;63,390
0,18;5,02;0,58;64,001;-0,81;6,02;0,62;63,774;0,09;7,02;0,66;63,268;0,08;8,02;0,71;63,390
0,15;5,02;0,58;64,001;-0,87;6,02;0,62;63,774;0,09;7,02;0,66;63,268;-0,05;8,02;0,71;63,390
0,15;5,02;0,58;64,001;-0,81;6,02;0,62;63,774;0,03;7,02;0,66;63,268;-0,16;8,02;0,71;63,390
0,14;5,02;0,58;64,001;-0,70;;;;0,11;7,02;0,66;;-0,14;8,02;0,71;63,390
0,23;5,02;0,58;64,001;;;;;;;;;-0,12;8,02;0,71;63,390
0,16;5,02;0,58;64,001;;;;;;;;;-0,09;8,02;0,71;63,390
0,19;5,02;0,58;64,001;;;;;;;;;-0,09;8,02;0,71;63,390
0,20;5,02;0,58;64,001;;;;;;;;;-0,12;8,02;0,71;63,390
0,25;5,02;0,58;64,001;;;;;;;;;-0,12;8,02;0,71;63,390
0,12;5,02;0,58;64,001;;;;;;;;;-0,11;8,02;0,71;63,390
0,14;5,02;0,58;64,001;;;;;;;;;-0,07;8,02;0,71;63,390
0,16;5,02;0,58;64,001;;;;;;;;;-0,06;8,02;0,71;63,390
0,23;5,02;0,58;64,001;;;;;;;;;-0,02;8,02;0,71;63,390
0,11;5,02;0,58;64,001;;;;;;;;;-0,07;8,02;0,71;63,390
0,10;5,02;0,58;64,001;;;;;;;;;-0,10;8,02;0,71;63,390
0,11;5,02;0,58;64,001;;;;;;;;;-0,14;8,02;0,71;63,390
0,22;5,02;0,58;64,001;;;;;;;;;-0,12;8,02;0,71;63,390
0,18;5,02;0,58;64,001;;;;;;;;;0,00;8,02;0,71;63,390
0,22;5,02;0,58;64,001;;;;;;;;;-0,03;8,02;0,71;63,390
0,22;5,02;0,58;64,001;;;;;;;;;-0,03;;;
0,16;5,02;0,58;64,001;;;;;;;;;;;;
0,19;5,02;0,58;64,001;;;;;;;;;;;;
0,15;5,02;0,58;64,001;;;;;;;;;;;;
0,09;5,02;0,58;64,001;;;;;;;;;;;;
0,00;5,02;0,58;64,001;;;;;;;;;;;;
-0,10;5,02;0,58;64,001;;;;;;;;;;;;
