"Relative Intensity (%) Run #4";"Output Voltage Ch H (V) Run #4";"Output Current Ch H (A) Run #4";"Angle (rad) Run #4"
0,00;6,52;0,65;0,000
0,00;6,52;0,65;0,000
0,00;6,52;0,65;0,000
0,00;6,52;0,65;0,000
0,00;6,52;0,65;0,000
-0,08;6,52;0,65;0,000
-0,10;6,52;0,65;0,000
-0,06;6,52;0,65;0,000
-0,05;6,52;0,65;0,000
-0,06;6,52;0,65;0,000
-0,13;6,52;0,65;0,000
-0,10;6,52;0,65;0,000
-0,15;6,52;0,65;0,000
-0,15;6,52;0,65;0,000
-0,27;6,52;0,65;0,000
-0,21;6,52;0,65;0,000
-0,18;6,52;0,65;0,000
-0,19;6,52;0,65;0,000
-0,10;6,52;0,65;0,000
-0,05;6,52;0,65;0,000
-0,11;6,52;0,65;0,000
-0,11;6,52;0,65;0,000
-0,09;6,52;0,65;0,000
-0,07;6,52;0,65;0,000
-0,02;6,52;0,65;0,000
-0,08;6,52;0,65;0,000
-0,08;6,52;0,65;0,000
-0,08;6,52;0,65;0,000
-0,06;6,52;0,65;0,000
-0,07;6,52;0,65;0,000
-0,08;6,52;0,65;0,000
-0,06;6,52;0,65;0,000
-0,05;6,52;0,65;0,000
-0,02;6,52;0,65;0,000
-0,08;6,52;0,65;0,000
-0,02;6,52;0,65;0,000
-0,07;6,52;0,65;0,000
0,03;6,52;0,65;0,000
0,05;6,52;0,65;0,017
-0,04;6,52;0,65;0,017
-0,02;6,52;0,65;0,070
-0,01;6,52;0,65;0,244
0,03;6,52;0,65;0,559
0,05;6,52;0,65;0,890
0,10;6,52;0,65;1,222
0,02;6,52;0,65;1,553
0,02;6,52;0,65;1,815
0,00;6,52;0,65;2,025
0,02;6,52;0,65;2,234
0,04;6,52;0,65;2,426
-0,04;6,52;0,65;2,635
0,00;6,52;0,65;2,845
-0,01;6,52;0,65;3,037
-0,08;6,52;0,65;3,211
-0,09;6,52;0,65;3,368
-0,07;6,52;0,65;3,526
-0,09;6,52;0,65;3,700
-0,06;6,52;0,65;3,892
-0,17;6,52;0,65;4,084
-0,08;6,52;0,65;4,259
-0,08;6,52;0,65;4,451
-0,03;6,52;0,65;4,660
-0,05;6,52;0,65;4,922
-0,05;6,52;0,65;5,166
-0,10;6,52;0,65;5,393
-0,15;6,52;0,65;5,603
-0,16;6,52;0,65;5,777
-0,10;6,52;0,65;5,917
-0,24;6,52;0,65;6,039
-0,15;6,52;0,65;6,161
-0,08;6,52;0,65;6,301
-0,15;6,52;0,65;6,475
-0,29;6,52;0,65;6,650
-0,11;6,52;0,65;6,842
-0,13;6,52;0,65;7,051
0,05;6,52;0,65;7,278
-0,11;6,52;0,65;7,522
-0,01;6,52;0,65;7,767
-0,05;6,52;0,65;8,046
-0,03;6,52;0,65;8,308
0,05;6,52;0,65;8,517
-0,05;6,52;0,65;8,692
-0,08;6,52;0,65;8,866
-0,01;6,52;0,65;9,023
-0,02;6,52;0,65;9,180
0,01;6,52;0,65;9,355
-0,08;6,52;0,65;9,512
-0,01;6,52;0,65;9,669
-0,12;6,52;0,65;9,809
-0,08;6,52;0,65;9,966
-0,01;6,52;0,65;10,140
0,00;6,52;0,65;10,315
-0,06;6,52;0,65;10,472
0,00;6,52;0,65;10,612
-0,13;6,52;0,65;10,786
-0,03;6,52;0,65;10,978
0,05;6,52;0,65;11,188
0,01;6,52;0,65;11,397
0,05;6,52;0,65;11,606
-0,10;6,52;0,65;11,781
0,10;6,52;0,65;11,921
0,07;6,52;0,65;12,060
0,06;6,52;0,65;12,182
0,14;6,52;0,65;12,305
0,17;6,52;0,65;12,444
0,23;6,52;0,65;12,636
0,27;6,52;0,65;12,828
0,40;6,52;0,65;13,038
0,42;6,52;0,65;13,247
0,44;6,52;0,65;13,456
0,71;6,52;0,65;13,648
0,83;6,52;0,65;13,840
1,11;6,52;0,65;14,015
1,14;6,52;0,65;14,172
1,72;6,52;0,65;14,329
2,02;6,52;0,65;14,469
2,49;6,52;0,65;14,591
2,91;6,52;0,65;14,696
3,72;6,52;0,65;14,800
4,13;6,52;0,65;14,905
5,03;6,52;0,65;14,992
5,59;6,52;0,65;15,080
6,11;6,52;0,65;15,149
7,32;6,52;0,65;15,237
7,88;6,52;0,65;15,324
9,27;6,52;0,65;15,446
10,23;6,52;0,65;15,551
12,47;6,52;0,65;15,673
13,81;6,52;0,65;15,778
16,85;6,52;0,65;15,882
18,49;6,52;0,65;16,005
20,33;6,52;0,65;16,162
24,48;6,52;0,65;16,301
26,91;6,52;0,65;16,458
31,44;6,52;0,65;16,616
33,26;6,52;0,65;16,720
34,92;6,52;0,65;16,790
35,01;6,52;0,65;16,860
34,69;6,52;0,65;16,912
34,19;6,52;0,65;17,000
33,59;6,52;0,65;17,157
30,83;6,52;0,65;17,331
28,51;6,52;0,65;17,523
22,86;6,52;0,65;17,715
19,60;6,52;0,65;17,907
13,48;6,52;0,65;18,099
10,97;6,52;0,65;18,291
6,77;6,52;0,65;18,466
4,97;6,52;0,65;18,605
3,46;6,52;0,65;18,762
1,83;6,52;0,65;18,919
1,35;6,52;0,65;19,059
0,70;6,52;0,65;19,216
0,57;6,52;0,65;19,373
0,40;6,52;0,65;19,548
0,40;6,52;0,65;19,722
0,16;6,52;0,65;19,897
0,18;6,52;0,65;20,054
0,20;6,52;0,65;20,193
0,22;6,52;0,65;20,316
0,11;6,52;0,65;20,455
0,13;6,52;0,65;20,595
0,15;6,52;0,65;20,769
0,12;6,52;0,65;20,944
0,07;6,52;0,65;21,118
0,09;6,52;0,65;21,258
0,05;6,52;0,65;21,380
0,07;6,52;0,65;21,485
0,03;6,52;0,65;21,590
0,10;6,52;0,65;21,694
0,08;6,52;0,65;21,817
0,13;6,52;0,65;21,939
0,12;6,52;0,65;22,061
0,04;6,52;0,65;22,201
0,01;6,52;0,65;22,358
0,06;6,52;0,65;22,515
0,01;6,52;0,65;22,689
0,02;6,52;0,65;22,864
0,02;6,52;0,65;23,021
0,10;6,52;0,65;23,178
0,03;6,52;0,65;23,300
0,09;6,52;0,65;23,422
0,07;6,52;0,65;23,562
0,04;6,52;0,65;23,702
0,05;6,52;0,65;23,859
0,05;6,52;0,65;24,016
0,07;6,52;0,65;24,190
-0,03;6,52;0,65;24,365
-0,14;6,52;0,65;24,539
-0,21;6,52;0,65;24,696
-0,08;6,52;0,65;24,853
-0,03;6,52;0,65;24,993
0,02;6,52;0,65;25,133
-0,01;6,52;0,65;25,272
5,49E-4;6,52;0,65;25,412
-0,04;6,52;0,65;25,569
-0,06;6,52;0,65;25,726
-0,08;6,52;0,65;25,848
0,01;6,52;0,65;25,970
0,02;6,52;0,65;26,093
0,04;6,52;0,65;26,215
0,03;6,52;0,65;26,372
0,10;6,52;0,65;26,564
0,08;6,52;0,65;26,791
0,14;6,52;0,65;27,018
0,15;6,52;0,65;27,227
0,09;6,52;0,65;27,419
0,05;6,52;0,65;27,559
0,04;6,52;0,65;27,663
0,09;6,52;0,65;27,751
0,07;6,52;0,65;27,821
0,04;6,52;0,65;27,908
0,01;6,52;0,65;28,013
0,07;6,52;0,65;28,135
0,01;6,52;0,65;28,309
0,04;6,52;0,65;28,501
0,05;6,52;0,65;28,728
0,00;6,52;0,65;28,938
0,07;6,52;0,65;29,147
0,02;6,52;0,65;29,339
0,06;6,52;0,65;29,496
-0,02;6,52;0,65;29,671
-0,10;6,52;0,65;29,863
-0,06;6,52;0,65;30,037
-0,07;6,52;0,65;30,177
-0,14;6,52;0,65;30,299
-0,11;6,52;0,65;30,421
-0,12;6,52;0,65;30,543
-0,21;6,52;0,65;30,683
-0,17;6,52;0,65;30,788
-0,25;6,52;0,65;30,892
-0,28;6,52;0,65;30,962
-0,38;6,52;0,65;31,049
-0,26;6,52;0,65;31,119
-0,10;6,52;0,65;31,206
-0,22;6,52;0,65;31,311
-0,26;6,52;0,65;31,416
-0,28;6,52;0,65;31,521
-0,14;6,52;0,65;31,625
-0,15;6,52;0,65;31,713
-0,14;6,52;0,65;31,800
-0,13;6,52;0,65;31,852
0,02;6,52;0,65;31,922
-0,16;6,52;0,65;32,009
-0,24;6,52;0,65;32,114
-0,36;6,52;0,65;32,201
-0,38;6,52;0,65;32,323
-0,27;6,52;0,65;32,428
-0,22;6,52;0,65;32,568
-0,05;6,52;0,65;32,707
-0,16;6,52;0,65;32,899
-0,15;6,52;0,65;33,074
-0,21;6,52;0,65;33,231
-0,19;6,52;0,65;33,371
-0,08;6,52;0,65;33,475
-0,06;6,52;0,65;33,580
-0,15;6,52;0,65;33,667
-0,08;6,52;0,65;33,772
0,07;6,52;0,65;33,964
-0,04;6,52;0,65;34,174
-0,12;6,52;0,65;34,418
-0,04;6,52;0,65;34,662
-0,11;6,52;0,65;34,872
-0,09;6,52;0,65;35,046
-0,12;6,52;0,65;35,221
-0,06;6,52;0,65;35,395
-0,09;6,52;0,65;35,535
-0,12;6,52;0,65;35,657
-0,11;6,52;0,65;35,727
-0,10;6,52;0,65;35,779
-0,08;6,52;0,65;35,832
-0,08;6,52;0,65;35,901
-0,06;6,52;0,65;35,989
-0,08;6,52;0,65;36,111
-0,07;6,52;0,65;36,268
-0,10;6,52;0,65;36,442
-0,33;6,52;0,65;36,634
-0,25;6,52;0,65;36,826
-0,38;6,52;0,65;36,984
-0,14;6,52;0,65;37,123
-0,17;6,52;0,65;37,245
-0,17;6,52;0,65;37,350
-0,10;6,52;0,65;37,472
-0,10;6,52;0,65;37,647
-0,03;6,52;0,65;37,821
0,01;6,52;0,65;37,996
0,08;6,52;0,65;38,170
0,07;6,52;0,65;38,345
0,03;6,52;0,65;38,537
0,07;6,52;0,65;38,746
-0,05;6,52;0,65;38,973
-0,04;6,52;0,65;39,218
-0,03;6,52;0,65;39,497
-0,05;6,52;0,65;39,741
-0,04;6,52;0,65;39,968
0,03;6,52;0,65;40,160
0,02;6,52;0,65;40,387
0,04;6,52;0,65;40,596
0,04;6,52;0,65;40,823
0,05;6,52;0,65;41,015
-0,03;6,52;0,65;41,190
-0,16;6,52;0,65;41,364
-0,07;6,52;0,65;41,556
-0,09;6,52;0,65;41,748
-0,05;6,52;0,65;41,905
-0,02;6,52;0,65;42,045
-0,02;6,52;0,65;42,167
-0,08;6,52;0,65;42,307
-0,10;6,52;0,65;42,446
-0,09;6,52;0,65;42,569
-0,10;6,52;0,65;42,673
-0,07;6,52;0,65;42,778
-0,09;6,52;0,65;42,865
-0,03;6,52;0,65;42,970
-0,07;6,52;0,65;43,110
-0,08;6,52;0,65;43,284
-0,03;6,52;0,65;43,476
-0,07;6,52;0,65;43,668
-0,13;6,52;0,65;43,825
-0,13;6,52;0,65;43,982
-0,18;6,52;0,65;44,122
-0,01;6,52;0,65;44,262
-0,08;6,52;0,65;44,401
-0,09;6,52;0,65;44,523
-0,08;6,52;0,65;44,646
-0,09;6,52;0,65;44,768
-0,11;6,52;0,65;44,890
-0,19;6,52;0,65;45,047
-0,13;6,52;0,65;45,221
-0,08;6,52;0,65;45,396
-0,10;6,52;0,65;45,588
-0,10;6,52;0,65;45,763
-0,11;6,52;0,65;45,902
-0,07;6,52;0,65;46,059
-0,07;6,52;0,65;46,216
-0,02;6,52;0,65;46,356
0,03;6,52;0,65;46,513
0,01;6,52;0,65;46,670
-0,06;6,52;0,65;46,827
-0,03;6,52;0,65;47,002
-0,04;6,52;0,65;47,141
-0,07;6,52;0,65;47,298
0,03;6,52;0,65;47,473
-0,06;6,52;0,65;47,665
-0,14;6,52;0,65;47,874
-0,16;6,52;0,65;48,101
-0,14;6,52;0,65;48,276
-0,07;6,52;0,65;48,433
-0,08;6,52;0,65;48,573
-0,09;6,52;0,65;48,695
-0,15;6,52;0,65;48,817
-0,26;6,52;0,65;48,939
-0,01;6,52;0,65;49,044
-0,04;6,52;0,65;49,131
-0,02;6,52;0,65;49,236
0,00;6,52;0,65;49,358
-0,04;6,52;0,65;49,498
-5,34E-4;6,52;0,65;49,672
-0,02;6,52;0,65;49,899
-0,06;6,52;0,65;50,126
-0,11;6,52;0,65;50,353
-0,12;6,52;0,65;50,562
-0,12;6,52;0,65;50,737
-0,21;6,52;0,65;50,894
-0,15;6,52;0,65;51,033
-0,16;6,52;0,65;51,190
-0,08;6,52;0,65;51,365
-0,13;6,52;0,65;51,540
-0,12;6,52;0,65;51,714
-0,07;6,52;0,65;51,854
-0,08;6,52;0,65;51,993
-0,05;6,52;0,65;52,150
-0,14;6,52;0,65;52,273
-0,18;6,52;0,65;52,412
-0,11;6,52;0,65;52,552
-0,17;6,52;0,65;52,691
-0,05;6,52;0,65;52,831
-0,08;6,52;0,65;52,971
-0,09;6,52;0,65;53,110
-0,07;6,52;0,65;53,233
0,00;6,52;0,65;53,390
-0,07;6,52;0,65;53,564
-0,08;6,52;0,65;53,774
-0,09;6,52;0,65;54,000
-0,13;6,52;0,65;54,227
-0,22;6,52;0,65;54,437
-0,15;6,52;0,65;54,646
-0,11;6,52;0,65;54,856
-0,18;6,52;0,65;55,083
-0,13;6,52;0,65;55,327
-0,07;6,52;0,65;55,554
-0,08;6,52;0,65;55,763
-0,15;6,52;0,65;55,938
-0,05;6,52;0,65;56,077
-0,04;6,52;0,65;56,235
-0,20;6,52;0,65;56,444
-0,09;6,52;0,65;56,653
-0,12;6,52;0,65;56,828
-0,17;6,52;0,65;56,968
-0,15;6,52;0,65;57,072
-0,07;6,52;0,65;57,194
-0,09;6,52;0,65;57,317
-0,10;6,52;0,65;57,439
-0,15;6,52;0,65;57,578
-0,11;6,52;0,65;57,718
-0,07;6,52;0,65;57,840
-0,08;6,52;0,65;57,945
-0,09;6,52;0,65;58,050
-0,02;6,52;0,65;58,119
-0,06;6,52;0,65;58,172
-0,07;6,52;0,65;58,259
-0,13;6,52;0,65;58,346
-0,13;6,52;0,65;58,469
-0,16;6,52;0,65;58,591
-0,03;6,52;0,65;58,730
0,02;6,52;0,65;58,887
-0,09;6,52;0,65;59,062
-0,19;6,52;0,65;59,254
-0,15;6,52;0,65;59,428
-0,03;6,52;0,65;59,620
-0,12;6,52;0,65;59,760
-0,14;6,52;0,65;59,882
-0,02;6,52;0,65;59,970
-0,01;6,52;0,65;60,057
0,24;6,52;0,65;60,161
0,40;6,52;0,65;60,301
0,62;6,52;0,65;60,476
1,23;6,52;0,65;60,703
1,52;6,52;0,65;60,895
1,09;6,52;0,65;61,069
0,82;6,52;0,65;61,209
0,34;6,52;0,65;61,331
0,24;6,52;0,65;61,418
0,01;6,52;0,65;61,488
-0,03;6,52;0,65;61,540
-0,09;6,52;0,65;61,610
-0,05;6,52;0,65;61,697
-0,19;6,52;0,65;61,872
-0,21;6,52;0,65;62,046
-0,18;6,52;0,65;62,204
-0,19;6,52;0,65;62,361
-0,20;6,52;0,65;62,483
-0,16;6,52;0,65;62,605
-0,19;6,52;0,65;62,710
-0,26;6,52;0,65;62,814
-0,14;6,52;0,65;62,867
-0,23;6,52;0,65;62,919
-0,15;6,52;0,65;62,971
-0,20;6,52;0,65;63,041
-0,28;6,52;0,65;63,129
-0,23;6,52;0,65;63,233
-0,16;6,52;0,65;63,338
-0,21;6,52;0,65;63,460
-0,20;6,52;0,65;63,547
-0,14;6,52;0,65;63,582
-0,26;6,52;0,65;63,617
-0,20;6,52;0,65;63,670
-0,21;6,52;0,65;63,774
-0,24;6,52;0,65;63,827
-0,22;6,52;0,65;63,844
-0,23;6,52;0,65;63,862
-0,12;6,52;0,65;63,896
-0,19;6,52;0,65;63,914
-0,25;6,52;0,65;63,984
-0,25;6,52;0,65;64,001
-0,20;6,52;0,65;64,001
-0,11;6,52;0,65;64,001
-0,13;6,52;0,65;64,001
-0,01;6,52;0,65;64,001
-0,14;6,52;0,65;64,001
-0,39;6,52;0,65;64,001
-0,48;6,52;0,65;64,001
0,03;6,52;0,65;64,001
0,06;6,52;0,65;64,001
-0,04;6,52;0,65;64,001
0,05;6,52;0,65;64,001
0,10;6,52;0,65;64,001
0,04;6,52;0,65;64,001
0,05;6,52;0,65;64,001
-0,04;6,52;0,65;64,001
-0,07;6,52;0,65;64,001
-0,10;6,52;0,65;64,001
-0,08;6,52;0,65;64,001
-0,01;6,52;0,65;64,001
0,05;6,52;0,65;64,001
0,01;6,52;0,65;64,001
0,05;6,52;0,65;64,001
-0,05;6,52;0,65;64,001
0,07;6,52;0,65;64,001
