"Relative Intensity (%) Run #6";"Output Voltage Ch H (V) Run #6";"Output Current Ch H (A) Run #6";"Angle (rad) Run #6"
-0,16;7,52;0,69;2,967
-0,16;7,52;0,69;3,107
-0,22;7,52;0,69;3,246
-0,20;7,52;0,69;3,351
-0,13;7,52;0,69;3,438
-0,36;7,52;0,69;3,543
-0,21;7,52;0,69;3,613
-0,19;7,52;0,69;3,700
-0,23;7,52;0,69;3,752
-0,18;7,52;0,69;3,822
-0,14;7,52;0,69;3,910
-0,12;7,52;0,69;4,014
-0,13;7,52;0,69;4,119
-0,14;7,52;0,69;4,241
-0,15;7,52;0,69;4,311
-0,07;7,52;0,69;4,363
-0,07;7,52;0,69;4,416
-0,15;7,52;0,69;4,433
-0,13;7,52;0,69;4,451
-0,13;7,52;0,69;4,468
-0,09;7,52;0,69;4,485
-0,11;7,52;0,69;4,538
-0,13;7,52;0,69;4,590
-0,19;7,52;0,69;4,660
-0,13;7,52;0,69;4,747
-0,13;7,52;0,69;4,817
-0,09;7,52;0,69;4,904
-0,10;7,52;0,69;5,009
-0,13;7,52;0,69;5,131
-6,10E-4;7,52;0,69;5,219
-0,01;7,52;0,69;5,288
-0,08;7,52;0,69;5,323
-0,07;7,52;0,69;5,341
-0,10;7,52;0,69;5,393
-0,07;7,52;0,69;5,463
0,05;7,52;0,69;5,585
-0,06;7,52;0,69;5,760
-0,12;7,52;0,69;5,917
-0,07;7,52;0,69;6,039
-0,10;7,52;0,69;6,144
-0,01;7,52;0,69;6,231
-0,14;7,52;0,69;6,318
-0,11;7,52;0,69;6,405
-0,11;7,52;0,69;6,510
-0,15;7,52;0,69;6,632
-0,14;7,52;0,69;6,737
-0,04;7,52;0,69;6,842
-0,13;7,52;0,69;6,929
-0,01;7,52;0,69;7,016
-0,12;7,52;0,69;7,103
-0,26;7,52;0,69;7,208
-0,16;7,52;0,69;7,313
-0,14;7,52;0,69;7,435
-0,17;7,52;0,69;7,592
-0,34;7,52;0,69;7,697
-0,15;7,52;0,69;7,819
-0,15;7,52;0,69;7,906
-0,24;7,52;0,69;7,976
-0,19;7,52;0,69;8,029
-0,20;7,52;0,69;8,116
-0,24;7,52;0,69;8,203
-0,21;7,52;0,69;8,325
-0,20;7,52;0,69;8,447
-0,09;7,52;0,69;8,552
-0,06;7,52;0,69;8,639
-0,19;7,52;0,69;8,709
-0,14;7,52;0,69;8,796
-0,11;7,52;0,69;8,884
-0,16;7,52;0,69;9,006
-0,16;7,52;0,69;9,111
-0,13;7,52;0,69;9,215
-0,10;7,52;0,69;9,268
-0,09;7,52;0,69;9,320
-0,07;7,52;0,69;9,372
-0,11;7,52;0,69;9,460
-0,14;7,52;0,69;9,582
-0,12;7,52;0,69;9,704
-0,02;7,52;0,69;9,809
-0,06;7,52;0,69;9,913
-0,02;7,52;0,69;10,001
-0,01;7,52;0,69;10,071
-0,08;7,52;0,69;10,140
0,00;7,52;0,69;10,228
-0,11;7,52;0,69;10,315
-0,03;7,52;0,69;10,420
-0,05;7,52;0,69;10,524
-0,03;7,52;0,69;10,629
0,08;7,52;0,69;10,699
0,00;7,52;0,69;10,769
-0,04;7,52;0,69;10,821
0,02;7,52;0,69;10,891
0,00;7,52;0,69;10,996
-0,04;7,52;0,69;11,118
-0,06;7,52;0,69;11,240
0,04;7,52;0,69;11,380
0,05;7,52;0,69;11,484
0,04;7,52;0,69;11,606
0,09;7,52;0,69;11,694
0,14;7,52;0,69;11,764
0,14;7,52;0,69;11,816
0,08;7,52;0,69;11,851
0,00;7,52;0,69;11,868
0,02;7,52;0,69;11,903
0,12;7,52;0,69;11,938
0,16;7,52;0,69;12,008
0,22;7,52;0,69;12,078
0,21;7,52;0,69;12,147
0,24;7,52;0,69;12,217
0,26;7,52;0,69;12,305
0,30;7,52;0,69;12,357
0,28;7,52;0,69;12,409
0,32;7,52;0,69;12,462
0,37;7,52;0,69;12,531
0,38;7,52;0,69;12,601
0,51;7,52;0,69;12,671
0,57;7,52;0,69;12,741
0,60;7,52;0,69;12,828
0,59;7,52;0,69;12,933
0,56;7,52;0,69;13,055
0,63;7,52;0,69;13,177
0,85;7,52;0,69;13,317
0,93;7,52;0,69;13,422
1,18;7,52;0,69;13,509
1,22;7,52;0,69;13,579
1,35;7,52;0,69;13,666
1,40;7,52;0,69;13,753
1,40;7,52;0,69;13,823
1,77;7,52;0,69;13,893
1,92;7,52;0,69;13,928
2,14;7,52;0,69;13,945
2,32;7,52;0,69;13,963
2,25;7,52;0,69;13,980
2,25;7,52;0,69;14,015
2,35;7,52;0,69;14,067
2,57;7,52;0,69;14,155
2,83;7,52;0,69;14,242
2,96;7,52;0,69;14,347
3,26;7,52;0,69;14,434
3,58;7,52;0,69;14,521
4,17;7,52;0,69;14,626
4,57;7,52;0,69;14,713
5,02;7,52;0,69;14,800
6,03;7,52;0,69;14,870
6,57;7,52;0,69;14,923
7,53;7,52;0,69;14,975
8,00;7,52;0,69;15,027
8,64;7,52;0,69;15,062
9,23;7,52;0,69;15,097
10,20;7,52;0,69;15,132
10,53;7,52;0,69;15,167
11,43;7,52;0,69;15,219
11,80;7,52;0,69;15,272
12,30;7,52;0,69;15,341
13,53;7,52;0,69;15,411
14,36;7,52;0,69;15,499
16,19;7,52;0,69;15,586
17,36;7,52;0,69;15,673
20,22;7,52;0,69;15,778
21,82;7,52;0,69;15,900
25,76;7,52;0,69;16,022
28,13;7,52;0,69;16,127
30,46;7,52;0,69;16,214
35,11;7,52;0,69;16,284
37,23;7,52;0,69;16,354
40,77;7,52;0,69;16,406
42,01;7,52;0,69;16,458
43,90;7,52;0,69;16,511
44,62;7,52;0,69;16,581
45,58;7,52;0,69;16,650
45,79;7,52;0,69;16,755
45,32;7,52;0,69;16,860
44,69;7,52;0,69;17,017
43,63;7,52;0,69;17,157
39,39;7,52;0,69;17,279
36,59;7,52;0,69;17,383
30,56;7,52;0,69;17,471
27,86;7,52;0,69;17,541
23,20;7,52;0,69;17,610
21,11;7,52;0,69;17,663
17,73;7,52;0,69;17,698
16,37;7,52;0,69;17,733
15,32;7,52;0,69;17,750
13,68;7,52;0,69;17,785
13,07;7,52;0,69;17,837
11,90;7,52;0,69;17,925
11,22;7,52;0,69;18,047
9,42;7,52;0,69;18,204
8,17;7,52;0,69;18,396
5,40;7,52;0,69;18,588
3,90;7,52;0,69;18,745
2,72;7,52;0,69;18,884
1,31;7,52;0,69;18,972
0,92;7,52;0,69;19,094
0,51;7,52;0,69;19,216
0,28;7,52;0,69;19,321
0,16;7,52;0,69;19,443
0,10;7,52;0,69;19,583
0,23;7,52;0,69;19,705
0,22;7,52;0,69;19,844
0,04;7,52;0,69;19,984
-0,04;7,52;0,69;20,176
0,04;7,52;0,69;20,333
0,03;7,52;0,69;20,403
0,03;7,52;0,69;20,455
0,05;7,52;0,69;20,490
0,09;7,52;0,69;20,577
0,03;7,52;0,69;20,717
0,03;7,52;0,69;20,909
0,08;7,52;0,69;21,101
0,02;7,52;0,69;21,258
0,04;7,52;0,69;21,398
0,16;7,52;0,69;21,520
0,14;7,52;0,69;21,642
0,01;7,52;0,69;21,747
0,01;7,52;0,69;21,852
-0,09;7,52;0,69;21,956
-0,02;7,52;0,69;22,061
-0,06;7,52;0,69;22,166
-3,97E-4;7,52;0,69;22,288
-0,01;7,52;0,69;22,393
-0,01;7,52;0,69;22,497
-0,13;7,52;0,69;22,585
-0,14;7,52;0,69;22,637
-0,11;7,52;0,69;22,707
-0,10;7,52;0,69;22,759
-0,08;7,52;0,69;22,794
-0,13;7,52;0,69;22,864
-0,11;7,52;0,69;22,934
-0,12;7,52;0,69;22,986
-0,03;7,52;0,69;23,038
-0,03;7,52;0,69;23,073
-0,10;7,52;0,69;23,126
-0,10;7,52;0,69;23,213
-0,10;7,52;0,69;23,318
-0,09;7,52;0,69;23,440
-0,03;7,52;0,69;23,562
-0,06;7,52;0,69;23,667
-0,01;7,52;0,69;23,736
-0,14;7,52;0,69;23,789
-0,12;7,52;0,69;23,841
-0,12;7,52;0,69;23,911
-0,09;7,52;0,69;23,998
-0,22;7,52;0,69;24,103
-0,13;7,52;0,69;24,190
-0,18;7,52;0,69;24,295
-0,13;7,52;0,69;24,400
-0,05;7,52;0,69;24,504
-0,04;7,52;0,69;24,627
-0,23;7,52;0,69;24,766
-0,17;7,52;0,69;24,871
-0,18;7,52;0,69;24,941
-0,19;7,52;0,69;24,993
-0,13;7,52;0,69;25,045
-0,20;7,52;0,69;25,150
-0,19;7,52;0,69;25,272
-0,16;7,52;0,69;25,395
-0,19;7,52;0,69;25,482
-0,22;7,52;0,69;25,569
-0,22;7,52;0,69;25,656
-0,30;7,52;0,69;25,726
-0,23;7,52;0,69;25,813
-0,18;7,52;0,69;25,918
-0,45;7,52;0,69;26,040
-0,43;7,52;0,69;26,180
-0,44;7,52;0,69;26,320
-0,51;7,52;0,69;26,424
-0,44;7,52;0,69;26,512
-0,48;7,52;0,69;26,581
-0,46;7,52;0,69;26,669
-0,48;7,52;0,69;26,738
-0,51;7,52;0,69;26,826
-0,47;7,52;0,69;26,930
-0,47;7,52;0,69;27,053
-0,44;7,52;0,69;27,192
-0,42;7,52;0,69;27,332
-0,46;7,52;0,69;27,454
-0,44;7,52;0,69;27,594
-0,50;7,52;0,69;27,751
-0,48;7,52;0,69;27,821
-0,45;7,52;0,69;27,890
-0,42;7,52;0,69;27,960
-0,36;7,52;0,69;28,030
-0,38;7,52;0,69;28,100
-0,41;7,52;0,69;28,205
-0,41;7,52;0,69;28,327
-0,38;7,52;0,69;28,484
-0,48;7,52;0,69;28,623
-0,48;7,52;0,69;28,763
-0,51;7,52;0,69;28,868
-0,48;7,52;0,69;29,007
-0,47;7,52;0,69;29,112
-0,45;7,52;0,69;29,217
-0,45;7,52;0,69;29,322
-0,46;7,52;0,69;29,409
-0,45;7,52;0,69;29,461
-0,45;7,52;0,69;29,548
-0,42;7,52;0,69;29,653
-0,38;7,52;0,69;29,758
-0,35;7,52;0,69;29,880
-0,37;7,52;0,69;29,967
-0,42;7,52;0,69;30,037
-0,39;7,52;0,69;30,124
-0,40;7,52;0,69;30,212
-0,41;7,52;0,69;30,316
-0,44;7,52;0,69;30,386
-0,38;7,52;0,69;30,473
-0,36;7,52;0,69;30,578
-0,42;7,52;0,69;30,648
-0,40;7,52;0,69;30,718
-0,39;7,52;0,69;30,753
-0,41;7,52;0,69;30,805
-0,37;7,52;0,69;30,875
-0,44;7,52;0,69;30,945
-0,37;7,52;0,69;30,980
-0,34;7,52;0,69;31,032
-0,34;7,52;0,69;31,084
-0,34;7,52;0,69;31,172
-0,37;7,52;0,69;31,276
-0,37;7,52;0,69;31,416
-0,32;7,52;0,69;31,590
-0,35;7,52;0,69;31,765
-0,42;7,52;0,69;31,905
-0,33;7,52;0,69;32,044
-0,33;7,52;0,69;32,184
-0,38;7,52;0,69;32,323
-0,37;7,52;0,69;32,428
-0,37;7,52;0,69;32,533
-0,41;7,52;0,69;32,638
-0,38;7,52;0,69;32,742
-0,37;7,52;0,69;32,795
-0,41;7,52;0,69;32,865
-0,41;7,52;0,69;32,969
-0,43;7,52;0,69;33,074
-0,35;7,52;0,69;33,196
-0,40;7,52;0,69;33,301
-0,39;7,52;0,69;33,371
-0,37;7,52;0,69;33,423
-0,42;7,52;0,69;33,493
-0,46;7,52;0,69;33,563
-0,44;7,52;0,69;33,667
-0,41;7,52;0,69;33,790
-0,43;7,52;0,69;33,929
-0,40;7,52;0,69;34,051
-0,35;7,52;0,69;34,174
-0,48;7,52;0,69;34,313
-0,42;7,52;0,69;34,453
-0,37;7,52;0,69;34,592
-0,41;7,52;0,69;34,732
-0,47;7,52;0,69;34,819
-0,36;7,52;0,69;34,907
-0,43;7,52;0,69;34,959
-0,40;7,52;0,69;35,046
-0,46;7,52;0,69;35,168
-0,37;7,52;0,69;35,308
-0,47;7,52;0,69;35,465
-0,43;7,52;0,69;35,605
-0,46;7,52;0,69;35,709
-0,38;7,52;0,69;35,797
-0,38;7,52;0,69;35,884
-0,35;7,52;0,69;35,989
-0,36;7,52;0,69;36,128
-0,48;7,52;0,69;36,303
-0,50;7,52;0,69;36,460
-0,35;7,52;0,69;36,600
-0,32;7,52;0,69;36,739
-0,33;7,52;0,69;36,896
-0,40;7,52;0,69;37,053
-0,35;7,52;0,69;37,228
-0,40;7,52;0,69;37,367
-0,34;7,52;0,69;37,507
-0,47;7,52;0,69;37,647
-0,48;7,52;0,69;37,786
-0,47;7,52;0,69;37,943
-0,43;7,52;0,69;38,118
-0,46;7,52;0,69;38,310
-0,51;7,52;0,69;38,467
-0,48;7,52;0,69;38,607
-0,45;7,52;0,69;38,711
-0,43;7,52;0,69;38,834
-0,47;7,52;0,69;38,956
-0,34;7,52;0,69;39,095
-0,39;7,52;0,69;39,252
-0,35;7,52;0,69;39,375
-0,35;7,52;0,69;39,497
-0,29;7,52;0,69;39,636
-0,36;7,52;0,69;39,759
-0,36;7,52;0,69;39,863
-0,33;7,52;0,69;39,968
-0,38;7,52;0,69;40,055
-0,40;7,52;0,69;40,125
-0,40;7,52;0,69;40,177
-0,30;7,52;0,69;40,230
-0,40;7,52;0,69;40,300
-0,33;7,52;0,69;40,404
-0,37;7,52;0,69;40,561
-0,35;7,52;0,69;40,771
-0,39;7,52;0,69;40,998
-0,39;7,52;0,69;41,207
-0,44;7,52;0,69;41,382
-0,48;7,52;0,69;41,574
-0,43;7,52;0,69;41,801
-0,32;7,52;0,69;42,045
-0,42;7,52;0,69;42,272
-0,38;7,52;0,69;42,464
-0,41;7,52;0,69;42,603
-0,46;7,52;0,69;42,743
-0,39;7,52;0,69;42,900
-0,43;7,52;0,69;43,057
-0,43;7,52;0,69;43,232
-0,34;7,52;0,69;43,441
-0,40;7,52;0,69;43,686
-0,39;7,52;0,69;43,930
-0,39;7,52;0,69;44,174
-0,38;7,52;0,69;44,419
-0,37;7,52;0,69;44,611
-0,30;7,52;0,69;44,785
-0,30;7,52;0,69;45,012
-0,35;7,52;0,69;45,256
-0,40;7,52;0,69;45,501
-0,39;7,52;0,69;45,745
-0,39;7,52;0,69;45,972
-0,41;7,52;0,69;46,181
-0,36;7,52;0,69;46,356
-0,28;7,52;0,69;46,530
-0,36;7,52;0,69;46,757
-0,33;7,52;0,69;47,019
-0,42;7,52;0,69;47,298
-0,43;7,52;0,69;47,578
-0,41;7,52;0,69;47,822
-0,40;7,52;0,69;48,049
-0,40;7,52;0,69;48,258
-0,42;7,52;0,69;48,503
-0,39;7,52;0,69;48,764
-0,44;7,52;0,69;48,991
-0,47;7,52;0,69;49,236
-0,35;7,52;0,69;49,480
-0,45;7,52;0,69;49,707
-0,33;7,52;0,69;49,916
-0,39;7,52;0,69;50,073
-0,41;7,52;0,69;50,231
-0,42;7,52;0,69;50,353
-0,43;7,52;0,69;50,492
-0,30;7,52;0,69;50,667
-0,32;7,52;0,69;50,841
-0,36;7,52;0,69;51,051
-0,40;7,52;0,69;51,225
-0,41;7,52;0,69;51,400
-0,41;7,52;0,69;51,522
-0,38;7,52;0,69;51,662
-0,42;7,52;0,69;51,784
-0,43;7,52;0,69;51,924
-0,50;7,52;0,69;52,028
-0,50;7,52;0,69;52,133
-0,41;7,52;0,69;52,255
-0,39;7,52;0,69;52,377
-0,36;7,52;0,69;52,552
-0,36;7,52;0,69;52,744
-0,34;7,52;0,69;52,936
-0,38;7,52;0,69;53,128
-0,40;7,52;0,69;53,320
-0,40;7,52;0,69;53,512
-0,35;7,52;0,69;53,739
-0,35;7,52;0,69;54,000
-0,34;7,52;0,69;54,227
-0,32;7,52;0,69;54,419
-0,37;7,52;0,69;54,559
-0,30;7,52;0,69;54,629
-0,28;7,52;0,69;54,716
-0,26;7,52;0,69;54,821
-0,37;7,52;0,69;54,995
-0,32;7,52;0,69;55,152
-0,31;7,52;0,69;55,309
-0,30;7,52;0,69;55,449
-0,25;7,52;0,69;55,571
-0,20;7,52;0,69;55,693
-0,28;7,52;0,69;55,798
-0,23;7,52;0,69;55,903
-0,31;7,52;0,69;56,043
-0,29;7,52;0,69;56,217
-0,22;7,52;0,69;56,374
-0,23;7,52;0,69;56,496
-0,20;7,52;0,69;56,618
-0,29;7,52;0,69;56,741
-0,31;7,52;0,69;56,880
-0,30;7,52;0,69;57,037
-0,27;7,52;0,69;57,212
-0,39;7,52;0,69;57,386
-0,45;7,52;0,69;57,509
-0,46;7,52;0,69;57,631
-0,39;7,52;0,69;57,770
-0,37;7,52;0,69;57,927
-0,37;7,52;0,69;58,102
-0,39;7,52;0,69;58,277
-0,36;7,52;0,69;58,451
-0,26;7,52;0,69;58,608
-0,29;7,52;0,69;58,748
-0,26;7,52;0,69;58,887
-0,27;7,52;0,69;58,992
-0,40;7,52;0,69;59,079
-0,33;7,52;0,69;59,236
-0,26;7,52;0,69;59,411
-0,42;7,52;0,69;59,568
-0,47;7,52;0,69;59,743
-0,42;7,52;0,69;59,952
-0,18;7,52;0,69;60,127
0,00;7,52;0,69;60,266
0,89;7,52;0,69;60,388
1,40;7,52;0,69;60,458
1,68;7,52;0,69;60,545
1,68;7,52;0,69;60,650
1,21;7,52;0,69;60,755
0,95;7,52;0,69;60,860
0,44;7,52;0,69;60,964
0,20;7,52;0,69;61,034
0,04;7,52;0,69;61,121
-0,09;7,52;0,69;61,191
0,02;7,52;0,69;61,261
-0,10;7,52;0,69;61,313
-0,19;7,52;0,69;61,383
-0,25;7,52;0,69;61,453
-0,24;7,52;0,69;61,540
-0,24;7,52;0,69;61,645
-0,31;7,52;0,69;61,785
-0,24;7,52;0,69;61,942
-0,17;7,52;0,69;62,081
-0,13;7,52;0,69;62,238
-0,12;7,52;0,69;62,361
-0,14;7,52;0,69;62,465
-0,10;7,52;0,69;62,553
-0,18;7,52;0,69;62,622
-0,08;7,52;0,69;62,727
-0,11;7,52;0,69;62,832
-0,15;7,52;0,69;62,902
-0,19;7,52;0,69;62,989
-0,10;7,52;0,69;63,059
-0,21;7,52;0,69;63,129
-0,11;7,52;0,69;63,233
-0,14;7,52;0,69;63,338
-0,06;7,52;0,69;63,425
-0,15;7,52;0,69;63,513
-0,19;7,52;0,69;63,617
-0,09;7,52;0,69;63,687
-0,14;7,52;0,69;63,739
-0,10;7,52;0,69;63,739
-0,10;7,52;0,69;63,739
-0,05;7,52;0,69;63,739
-0,11;7,52;0,69;63,739
-0,16;7,52;0,69;63,739
-0,18;7,52;0,69;63,739
-0,12;7,52;0,69;63,739
-0,09;7,52;0,69;63,739
-0,08;7,52;0,69;63,739
-0,08;7,52;0,69;63,739
-0,13;7,52;0,69;63,739
-0,09;7,52;0,69;63,722
-0,17;7,52;0,69;63,722
-0,06;7,52;0,69;63,722
0,00;7,52;0,69;63,722
-0,16;7,52;0,69;63,722
-0,09;7,52;0,69;63,722
-0,07;7,52;0,69;63,722
-0,09;7,52;0,69;63,722
-0,06;7,52;0,69;63,722
-0,09;7,52;0,69;63,722
-0,07;7,52;0,69;63,722
-0,13;;;
