"Relative Intensity (%) Run #3";"Output Voltage Ch H (V) Run #3";"Output Current Ch H (A) Run #3";"Angle (rad) Run #3"
-0,14;6,02;0,63;0,367
-0,11;6,02;0,63;0,524
-0,15;6,02;0,63;0,733
-0,08;6,02;0,63;1,030
-0,12;6,02;0,63;1,396
-0,15;6,02;0,63;1,763
-0,18;6,02;0,63;2,112
-0,11;6,02;0,63;2,443
-0,09;6,02;0,63;2,723
-0,22;6,02;0,63;2,985
-0,19;6,02;0,63;3,211
-0,23;6,02;0,63;3,421
-0,14;6,02;0,63;3,595
-0,07;6,02;0,63;3,770
-0,04;6,02;0,63;3,962
-0,17;6,02;0,63;4,154
-0,18;6,02;0,63;4,363
-0,06;6,02;0,63;4,520
-0,12;6,02;0,63;4,660
-0,14;6,02;0,63;4,782
-0,19;6,02;0,63;4,852
-0,10;6,02;0,63;4,922
-0,19;6,02;0,63;4,974
-0,22;6,02;0,63;5,044
-0,08;6,02;0,63;5,184
-0,06;6,02;0,63;5,341
-0,12;6,02;0,63;5,515
-0,08;6,02;0,63;5,637
-0,08;6,02;0,63;5,742
-0,08;6,02;0,63;5,882
-0,18;6,02;0,63;6,056
-0,11;6,02;0,63;6,231
-0,05;6,02;0,63;6,388
-0,08;6,02;0,63;6,528
-0,17;6,02;0,63;6,702
-0,16;6,02;0,63;6,877
-0,10;6,02;0,63;7,103
-0,14;6,02;0,63;7,330
-0,15;6,02;0,63;7,540
-0,16;6,02;0,63;7,784
-0,18;6,02;0,63;7,976
-0,16;6,02;0,63;8,186
-0,18;6,02;0,63;8,412
-0,13;6,02;0,63;8,622
-0,17;6,02;0,63;8,831
-0,16;6,02;0,63;9,041
-0,18;6,02;0,63;9,250
-0,23;6,02;0,63;9,477
-0,21;6,02;0,63;9,687
-0,08;6,02;0,63;9,879
0,08;6,02;0,63;10,088
0,03;6,02;0,63;10,280
0,03;6,02;0,63;10,489
0,04;6,02;0,63;10,699
-0,13;6,02;0,63;10,891
-0,08;6,02;0,63;11,083
-0,02;6,02;0,63;11,240
-0,06;6,02;0,63;11,432
0,02;6,02;0,63;11,624
0,11;6,02;0,63;11,833
0,05;6,02;0,63;12,043
0,04;6,02;0,63;12,252
0,23;6,02;0,63;12,479
0,16;6,02;0,63;12,689
0,29;6,02;0,63;12,915
0,40;6,02;0,63;13,107
0,46;6,02;0,63;13,282
0,41;6,02;0,63;13,439
0,44;6,02;0,63;13,631
0,65;6,02;0,63;13,823
0,76;6,02;0,63;14,050
1,04;6,02;0,63;14,259
1,23;6,02;0,63;14,469
1,74;6,02;0,63;14,626
2,11;6,02;0,63;14,800
2,79;6,02;0,63;14,957
3,32;6,02;0,63;15,132
3,90;6,02;0,63;15,341
5,54;6,02;0,63;15,533
6,75;6,02;0,63;15,725
9,74;6,02;0,63;15,935
11,69;6,02;0,63;16,162
16,62;6,02;0,63;16,389
19,64;6,02;0,63;16,668
25,78;6,02;0,63;16,895
27,61;6,02;0,63;17,069
28,19;6,02;0,63;17,226
26,24;6,02;0,63;17,383
24,42;6,02;0,63;17,541
20,00;6,02;0,63;17,715
17,45;6,02;0,63;17,925
12,50;6,02;0,63;18,099
10,35;6,02;0,63;18,274
6,79;6,02;0,63;18,431
5,35;6,02;0,63;18,605
4,01;6,02;0,63;18,815
1,98;6,02;0,63;18,989
1,38;6,02;0,63;19,129
0,79;6,02;0,63;19,251
0,64;6,02;0,63;19,408
0,47;6,02;0,63;19,583
0,31;6,02;0,63;19,775
0,31;6,02;0,63;19,967
0,32;6,02;0,63;20,228
0,24;6,02;0,63;20,473
0,14;6,02;0,63;20,700
0,24;6,02;0,63;20,926
0,26;6,02;0,63;21,136
0,20;6,02;0,63;21,380
0,25;6,02;0,63;21,590
0,32;6,02;0,63;21,799
0,30;6,02;0,63;21,991
0,29;6,02;0,63;22,183
0,19;6,02;0,63;22,375
0,22;6,02;0,63;22,585
0,19;6,02;0,63;22,811
0,18;6,02;0,63;23,073
0,17;6,02;0,63;23,370
0,12;6,02;0,63;23,649
0,13;6,02;0,63;23,911
0,13;6,02;0,63;24,138
0,13;6,02;0,63;24,365
0,09;6,02;0,63;24,522
0,15;6,02;0,63;24,661
0,09;6,02;0,63;24,784
0,11;6,02;0,63;24,888
0,23;6,02;0,63;24,993
0,22;6,02;0,63;25,098
0,22;6,02;0,63;25,237
0,22;6,02;0,63;25,377
0,19;6,02;0,63;25,552
0,24;6,02;0,63;25,761
0,16;6,02;0,63;25,953
0,17;6,02;0,63;26,110
0,17;6,02;0,63;26,302
0,23;6,02;0,63;26,459
0,14;6,02;0,63;26,616
0,09;6,02;0,63;26,756
0,11;6,02;0,63;26,878
0,14;6,02;0,63;27,053
0,19;6,02;0,63;27,245
0,17;6,02;0,63;27,471
0,17;6,02;0,63;27,698
0,25;6,02;0,63;27,925
0,14;6,02;0,63;28,135
0,10;6,02;0,63;28,344
0,10;6,02;0,63;28,571
0,11;6,02;0,63;28,746
0,15;6,02;0,63;28,850
0,18;6,02;0,63;28,920
0,12;6,02;0,63;28,938
0,11;6,02;0,63;28,955
0,11;6,02;0,63;28,972
0,09;6,02;0,63;28,990
0,06;6,02;0,63;29,060
0,08;6,02;0,63;29,182
0,09;6,02;0,63;29,304
0,06;6,02;0,63;29,444
0,13;6,02;0,63;29,636
0,15;6,02;0,63;29,793
0,15;6,02;0,63;29,950
0,09;6,02;0,63;30,124
0,14;6,02;0,63;30,281
0,05;6,02;0,63;30,456
0,01;6,02;0,63;30,631
0,07;6,02;0,63;30,788
0,06;6,02;0,63;30,945
-0,06;6,02;0,63;31,102
-0,02;6,02;0,63;31,241
0,07;6,02;0,63;31,398
-0,01;6,02;0,63;31,538
-0,09;6,02;0,63;31,678
-0,04;6,02;0,63;31,835
0,00;6,02;0,63;32,009
0,01;6,02;0,63;32,166
0,01;6,02;0,63;32,358
-0,08;6,02;0,63;32,533
-0,07;6,02;0,63;32,725
-0,16;6,02;0,63;32,917
-0,08;6,02;0,63;33,074
-0,01;6,02;0,63;33,214
-0,05;6,02;0,63;33,353
-0,05;6,02;0,63;33,458
-0,08;6,02;0,63;33,545
-0,16;6,02;0,63;33,650
-0,14;6,02;0,63;33,790
-0,14;6,02;0,63;33,964
-0,15;6,02;0,63;34,174
-0,20;6,02;0,63;34,348
-0,17;6,02;0,63;34,505
-0,14;6,02;0,63;34,662
-0,16;6,02;0,63;34,784
-0,21;6,02;0,63;34,924
-0,15;6,02;0,63;35,029
-0,08;6,02;0,63;35,116
-0,20;6,02;0,63;35,221
-0,27;6,02;0,63;35,308
-0,13;6,02;0,63;35,413
-0,21;6,02;0,63;35,517
-0,12;6,02;0,63;35,640
-0,17;6,02;0,63;35,762
-0,16;6,02;0,63;35,867
-0,13;6,02;0,63;35,971
-0,19;6,02;0,63;36,058
-0,18;6,02;0,63;36,163
-0,23;6,02;0,63;36,268
-0,27;6,02;0,63;36,390
-0,12;6,02;0,63;36,512
-0,19;6,02;0,63;36,634
-0,26;6,02;0,63;36,739
-0,13;6,02;0,63;36,826
-0,14;6,02;0,63;36,931
-0,23;6,02;0,63;37,036
-0,23;6,02;0,63;37,123
-0,20;6,02;0,63;37,228
-0,25;6,02;0,63;37,333
-0,19;6,02;0,63;37,420
-0,19;6,02;0,63;37,507
-0,22;6,02;0,63;37,577
-0,13;6,02;0,63;37,629
-0,14;6,02;0,63;37,682
-0,20;6,02;0,63;37,751
-0,27;6,02;0,63;37,821
-0,22;6,02;0,63;37,891
-0,23;6,02;0,63;37,961
-0,21;6,02;0,63;38,031
-0,23;6,02;0,63;38,118
-0,31;6,02;0,63;38,205
-0,30;6,02;0,63;38,327
-0,23;6,02;0,63;38,432
-0,27;6,02;0,63;38,572
-0,29;6,02;0,63;38,694
-0,29;6,02;0,63;38,816
-0,17;6,02;0,63;38,921
-0,17;6,02;0,63;39,060
-0,27;6,02;0,63;39,200
-0,23;6,02;0,63;39,322
-0,22;6,02;0,63;39,462
-0,20;6,02;0,63;39,584
-0,15;6,02;0,63;39,706
-0,16;6,02;0,63;39,828
-0,15;6,02;0,63;39,951
-0,24;6,02;0,63;40,055
-0,26;6,02;0,63;40,177
-0,27;6,02;0,63;40,282
-0,14;6,02;0,63;40,387
-0,18;6,02;0,63;40,544
-0,29;6,02;0,63;40,736
-0,20;6,02;0,63;40,928
-0,30;6,02;0,63;41,085
-0,28;6,02;0,63;41,207
-0,16;6,02;0,63;41,294
-0,21;6,02;0,63;41,364
-0,25;6,02;0,63;41,452
-0,26;6,02;0,63;41,574
-0,42;6,02;0,63;41,678
-0,51;6,02;0,63;41,801
-0,45;6,02;0,63;41,940
-0,49;6,02;0,63;42,080
-0,38;6,02;0,63;42,202
-0,26;6,02;0,63;42,359
-0,41;6,02;0,63;42,516
-0,56;6,02;0,63;42,691
-0,35;6,02;0,63;42,848
-0,27;6,02;0,63;43,022
-0,30;6,02;0,63;43,162
-0,28;6,02;0,63;43,302
-0,28;6,02;0,63;43,459
-0,38;6,02;0,63;43,598
-0,38;6,02;0,63;43,755
-0,34;6,02;0,63;43,930
-0,22;6,02;0,63;44,052
-0,32;6,02;0,63;44,174
-0,38;6,02;0,63;44,279
-0,42;6,02;0,63;44,401
-0,32;6,02;0,63;44,523
-0,32;6,02;0,63;44,663
-0,40;6,02;0,63;44,838
-0,35;6,02;0,63;45,012
-0,36;6,02;0,63;45,187
-0,43;6,02;0,63;45,361
-0,46;6,02;0,63;45,501
-0,44;6,02;0,63;45,640
-0,40;6,02;0,63;45,763
-0,45;6,02;0,63;45,885
-0,40;6,02;0,63;46,024
-0,29;6,02;0,63;46,164
-0,39;6,02;0,63;46,286
-0,45;6,02;0,63;46,408
-0,53;6,02;0,63;46,530
-0,40;6,02;0,63;46,653
-0,43;6,02;0,63;46,810
-0,53;6,02;0,63;46,932
-0,49;6,02;0,63;47,072
-0,39;6,02;0,63;47,211
-0,37;6,02;0,63;47,386
-0,29;6,02;0,63;47,525
-0,32;6,02;0,63;47,630
-0,40;6,02;0,63;47,735
-0,37;6,02;0,63;47,805
-0,30;6,02;0,63;47,839
-0,34;6,02;0,63;47,892
-0,37;6,02;0,63;47,962
-0,30;6,02;0,63;48,031
-0,31;6,02;0,63;48,136
-0,35;6,02;0,63;48,258
-0,43;6,02;0,63;48,415
-0,46;6,02;0,63;48,573
-0,43;6,02;0,63;48,712
-0,45;6,02;0,63;48,869
-0,43;6,02;0,63;49,026
-0,46;6,02;0,63;49,183
-0,42;6,02;0,63;49,358
-0,46;6,02;0,63;49,515
-0,39;6,02;0,63;49,672
-0,47;6,02;0,63;49,812
-0,42;6,02;0,63;49,951
-0,40;6,02;0,63;50,073
-0,49;6,02;0,63;50,196
-0,43;6,02;0,63;50,300
-0,60;6,02;0,63;50,457
-0,68;6,02;0,63;50,632
-0,60;6,02;0,63;50,807
-0,57;6,02;0,63;50,999
-0,41;6,02;0,63;51,138
-0,47;6,02;0,63;51,260
-0,49;6,02;0,63;51,382
-0,49;6,02;0,63;51,505
-0,42;6,02;0,63;51,627
-0,32;6,02;0,63;51,801
-0,38;6,02;0,63;51,976
-0,43;6,02;0,63;52,185
-0,48;6,02;0,63;52,360
-0,38;6,02;0,63;52,517
-0,44;6,02;0,63;52,657
-0,47;6,02;0,63;52,779
-0,49;6,02;0,63;52,883
-0,49;6,02;0,63;53,006
-0,53;6,02;0,63;53,163
-0,50;6,02;0,63;53,337
-0,45;6,02;0,63;53,564
-0,51;6,02;0,63;53,808
-0,43;6,02;0,63;54,000
-0,43;6,02;0,63;54,140
-0,43;6,02;0,63;54,262
-0,39;6,02;0,63;54,384
-0,42;6,02;0,63;54,507
-0,55;6,02;0,63;54,664
-0,50;6,02;0,63;54,821
-0,41;6,02;0,63;55,013
-0,53;6,02;0,63;55,205
-0,49;6,02;0,63;55,397
-0,75;6,02;0,63;55,606
-0,64;6,02;0,63;55,833
-0,41;6,02;0,63;56,060
-0,51;6,02;0,63;56,304
-0,54;6,02;0,63;56,531
-0,52;6,02;0,63;56,723
-0,58;6,02;0,63;56,863
-0,63;6,02;0,63;57,020
-0,73;6,02;0,63;57,212
-0,36;6,02;0,63;57,404
-0,24;6,02;0,63;57,596
-0,38;6,02;0,63;57,753
-0,37;6,02;0,63;57,910
-0,40;6,02;0,63;58,032
-0,38;6,02;0,63;58,154
-0,41;6,02;0,63;58,259
-0,41;6,02;0,63;58,381
-0,34;6,02;0,63;58,503
-0,46;6,02;0,63;58,626
-0,40;6,02;0,63;58,748
-0,30;6,02;0,63;58,922
-0,33;6,02;0,63;59,114
-0,35;6,02;0,63;59,289
-0,38;6,02;0,63;59,463
-0,40;6,02;0,63;59,620
-0,38;6,02;0,63;59,778
-0,33;6,02;0,63;59,917
-0,37;6,02;0,63;60,057
-0,24;6,02;0,63;60,196
-0,17;6,02;0,63;60,284
-0,05;6,02;0,63;60,388
0,46;6,02;0,63;60,511
0,68;6,02;0,63;60,633
1,23;6,02;0,63;60,825
1,08;6,02;0,63;61,034
0,60;6,02;0,63;61,209
0,27;6,02;0,63;61,313
-0,30;6,02;0,63;61,418
-0,32;6,02;0,63;61,488
-0,28;6,02;0,63;61,593
-0,31;6,02;0,63;61,750
-0,33;6,02;0,63;61,924
-0,39;6,02;0,63;62,134
-0,59;6,02;0,63;62,273
-0,59;6,02;0,63;62,430
-0,64;6,02;0,63;62,570
-0,71;6,02;0,63;62,710
-0,73;6,02;0,63;62,797
-0,46;6,02;0,63;62,867
-0,36;6,02;0,63;62,954
-0,43;6,02;0,63;63,059
-0,41;6,02;0,63;63,163
-0,52;6,02;0,63;63,303
-0,52;6,02;0,63;63,425
-0,53;6,02;0,63;63,565
-0,41;6,02;0,63;63,670
-0,43;6,02;0,63;63,809
-0,49;6,02;0,63;63,914
-0,46;6,02;0,63;64,001
-0,45;6,02;0,63;64,019
-0,38;6,02;0,63;64,036
-0,39;6,02;0,63;64,036
-0,48;6,02;0,63;64,036
-0,47;6,02;0,63;64,054
-0,41;6,02;0,63;64,054
-0,36;6,02;0,63;64,054
-0,36;6,02;0,63;64,036
-0,47;6,02;0,63;64,036
-0,34;6,02;0,63;64,036
-0,38;6,02;0,63;64,036
-0,37;6,02;0,63;64,036
-0,48;6,02;0,63;64,036
-0,46;6,02;0,63;64,036
-0,39;6,02;0,63;64,036
-0,42;6,02;0,63;64,036
-0,36;6,02;0,63;64,036
-0,47;6,02;0,63;64,036
-0,41;6,02;0,63;64,036
-0,50;6,02;0,63;64,036
-0,48;6,02;0,63;64,036
-0,48;6,02;0,63;64,036
-0,56;6,02;0,63;64,036
-0,41;6,02;0,63;64,036
-0,38;6,02;0,63;64,036
-0,44;6,02;0,63;64,036
-0,44;6,02;0,63;64,036
-0,37;6,02;0,63;64,036
-0,33;6,02;0,63;64,036
-0,43;6,02;0,63;64,036
-0,43;6,02;0,63;64,036
-0,54;6,02;0,63;64,036
-0,52;6,02;0,63;64,036
-0,53;;;
