"Relative Intensity (%) Run #1";"Output Voltage Ch H (V) Run #1";"Output Current Ch H (A) Run #1";"Angle (rad) Run #1";"Relative Intensity (%) Run #2";"Output Voltage Ch H (V) Run #2";"Output Current Ch H (A) Run #2";"Angle (rad) Run #2";"Relative Intensity (%) Run #3";"Output Voltage Ch H (V) Run #3";"Output Current Ch H (A) Run #3";"Angle (rad) Run #3";"Relative Intensity (%) Run #4";"Output Voltage Ch H (V) Run #4";"Output Current Ch H (A) Run #4";"Angle (rad) Run #4";"Relative Intensity (%) Run #5";"Output Voltage Ch H (V) Run #5";"Output Current Ch H (A) Run #5";"Angle (rad) Run #5";"Relative Intensity (%) Run #6";"Output Voltage Ch H (V) Run #6";"Output Current Ch H (A) Run #6";"Angle (rad) Run #6";"Relative Intensity (%) Run #7";"Output Voltage Ch H (V) Run #7";"Output Current Ch H (A) Run #7";"Angle (rad) Run #7";"Relative Intensity (%) Run #8";"Output Voltage Ch H (V) Run #8";"Output Current Ch H (A) Run #8";"Angle (rad) Run #8";"Relative Intensity (%) Run #9";"Output Voltage Ch H (V) Run #9";"Output Current Ch H (A) Run #9";"Angle (rad) Run #9";"Relative Intensity (%) Run #10";"Output Voltage Ch H (V) Run #10";"Output Current Ch H (A) Run #10";"Angle (rad) Run #10"
0,06;3,52;0,50;0,000;-0,37;4,02;0,52;0,000;-0,01;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,07;6,02;0,63;0,000;0,00;6,52;0,65;0,000;0,00;7,02;0,68;0,000;0,00;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,01;3,52;0,50;0,000;-0,46;4,02;0,52;0,000;0,08;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,17;6,02;0,63;0,000;0,01;6,52;0,65;0,000;0,00;7,02;0,68;0,000;0,00;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,06;3,52;0,50;0,000;-0,67;4,02;0,52;0,000;0,02;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,11;6,02;0,63;0,000;-0,02;6,52;0,65;0,000;-0,07;7,02;0,68;0,000;0,00;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,09;3,52;0,50;0,000;-0,56;4,02;0,52;0,017;0,01;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,15;6,02;0,63;0,000;-0,04;6,52;0,65;0,000;-0,01;7,02;0,68;0,000;-0,18;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,06;3,52;0,50;0,000;-0,48;4,02;0,52;0,017;-0,04;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,18;6,02;0,63;0,000;-0,12;6,52;0,65;0,000;-0,05;7,02;0,68;0,000;-0,14;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,03;3,52;0,50;0,000;-0,44;4,02;0,52;0,017;-0,01;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,13;6,02;0,63;0,000;-0,22;6,52;0,65;0,000;-0,20;7,02;0,68;0,000;-0,05;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,02;3,52;0,50;0,000;-0,38;4,02;0,52;0,017;-0,24;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,09;6,02;0,63;0,000;-0,15;6,52;0,65;0,000;-0,16;7,02;0,68;0,000;-0,11;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,06;3,52;0,50;0,000;-0,39;4,02;0,52;0,017;-0,04;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,04;6,02;0,63;0,000;-0,17;6,52;0,65;0,000;-0,16;7,02;0,68;0,000;-0,15;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,00;3,52;0,50;0,017;-0,43;4,02;0,52;0,017;0,24;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,14;6,02;0,63;0,000;-0,24;6,52;0,65;0,000;-0,19;7,02;0,68;0,000;-0,11;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,03;3,52;0,50;0,017;-0,34;4,02;0,52;0,017;0,13;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,10;6,02;0,63;0,000;-0,24;6,52;0,65;0,000;-0,18;7,02;0,68;0,000;-0,10;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,07;3,52;0,50;0,017;-0,39;4,02;0,52;0,017;0,00;4,52;0,55;0,000;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,13;6,02;0,63;0,000;-0,16;6,52;0,65;0,000;-0,09;7,02;0,68;0,000;-0,08;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,02;3,52;0,50;0,017;-0,37;4,02;0,52;0,017;0,07;4,52;0,55;0,017;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,11;6,02;0,63;0,000;-0,13;6,52;0,65;0,000;-0,14;7,02;0,68;0,000;-0,17;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,08;3,52;0,50;0,017;-0,48;4,02;0,52;0,017;0,00;4,52;0,55;0,017;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,000;-0,14;6,02;0,63;0,000;-0,13;6,52;0,65;0,000;-0,05;7,02;0,68;0,000;-0,12;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,02;3,52;0,50;0,017;-0,50;4,02;0,52;0,017;-0,20;4,52;0,55;0,017;0,00;5,02;0,58;0,017;0,01;5,52;0,60;0,017;-0,15;6,02;0,63;0,000;-0,14;6,52;0,65;0,000;-0,09;7,02;0,68;0,000;-0,15;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,04;3,52;0,50;0,017;-0,46;4,02;0,52;0,017;-0,12;4,52;0,55;0,017;0,00;5,02;0,58;0,017;0,09;5,52;0,60;0,017;-0,14;6,02;0,63;0,000;-0,15;6,52;0,65;0,000;-0,09;7,02;0,68;0,000;-0,09;7,52;0,70;0,000;0,00;8,02;0,72;0,000
0,06;3,52;0,50;0,017;-0,48;4,02;0,52;0,035;-0,09;4,52;0,55;0,017;0,00;5,02;0,58;0,017;0,00;5,52;0,60;0,017;-0,12;6,02;0,63;0,017;-0,13;6,52;0,65;0,017;-0,07;7,02;0,68;0,017;-0,06;7,52;0,69;0,000;0,00;8,02;0,72;0,000
0,03;3,52;0,50;0,017;-0,45;4,02;0,52;0,035;-0,06;4,52;0,55;0,035;0,00;5,02;0,58;0,017;-0,02;5,52;0,60;0,017;-0,13;6,02;0,63;0,017;-0,14;6,52;0,65;0,017;-0,13;7,02;0,68;0,140;-0,05;7,52;0,69;0,017;0,00;8,02;0,72;0,000
0,07;3,52;0,49;0,017;-0,41;4,02;0,52;0,436;-0,10;4,52;0,55;0,262;0,00;5,02;0,58;0,017;0,02;5,52;0,60;0,017;0,02;6,02;0,63;0,017;-0,06;6,52;0,65;0,070;-0,21;7,02;0,68;0,209;-0,03;7,52;0,69;0,017;0,00;8,02;0,72;0,000
-0,02;3,52;0,49;0,017;-0,37;4,02;0,52;0,803;0,05;4,52;0,55;0,506;0,00;5,02;0,58;0,017;-0,01;5,52;0,60;0,017;-0,08;6,02;0,63;0,017;-0,08;6,52;0,65;0,227;-0,18;7,02;0,68;0,244;-0,06;7,52;0,69;0,017;0,00;8,02;0,72;0,000
0,05;3,52;0,50;0,017;-0,41;4,02;0,52;1,274;0,23;4,52;0,55;0,785;0,00;5,02;0,58;0,017;0,01;5,52;0,60;0,017;-0,02;6,02;0,63;0,017;-0,10;6,52;0,65;0,227;-0,13;7,02;0,68;0,262;-0,04;7,52;0,69;0,017;0,00;8,02;0,72;0,000
0,01;3,52;0,50;0,017;-0,46;4,02;0,52;1,693;0,17;4,52;0,55;1,012;0,00;5,02;0,58;0,017;-0,06;5,52;0,60;0,017;-0,04;6,02;0,63;0,017;-0,25;6,52;0,65;0,244;-0,19;7,02;0,68;0,314;-0,01;7,52;0,69;0,017;0,00;8,02;0,72;0,000
0,06;3,52;0,49;0,017;-0,43;4,02;0,52;2,112;0,20;4,52;0,55;1,204;0,00;5,02;0,58;0,017;-0,22;5,52;0,60;0,017;-0,07;6,02;0,63;0,017;-0,21;6,52;0,65;0,244;-0,10;7,02;0,68;0,419;-0,02;7,52;0,69;0,017;0,00;8,02;0,72;0,000
0,08;3,52;0,49;0,017;-0,37;4,02;0,52;2,531;0,13;4,52;0,55;1,431;-0,05;5,02;0,58;0,017;-0,18;5,52;0,60;0,017;-0,05;6,02;0,63;0,017;-0,09;6,52;0,65;0,262;-0,15;7,02;0,68;0,559;-0,06;7,52;0,69;0,017;0,00;8,02;0,71;0,000
0,06;3,52;0,49;0,017;-0,38;4,02;0,52;2,932;0,10;4,52;0,55;1,728;-0,05;5,02;0,58;0,017;-0,14;5,52;0,60;0,017;-0,07;6,02;0,63;0,017;-0,08;6,52;0,65;0,262;-0,12;7,02;0,68;0,733;-0,01;7,52;0,69;0,035;0,00;8,02;0,71;0,000
-0,03;3,52;0,50;0,017;-0,39;4,02;0,52;3,281;0,03;4,52;0,55;2,059;-0,12;5,02;0,58;0,017;-0,07;5,52;0,60;0,017;-0,10;6,02;0,63;0,035;-0,09;6,52;0,65;0,262;-0,20;7,02;0,68;0,977;0,01;7,52;0,69;0,087;0,00;8,02;0,71;0,000
0,02;3,52;0,49;0,017;-0,42;4,02;0,52;3,630;0,08;4,52;0,55;2,409;-0,04;5,02;0,58;0,017;-0,09;5,52;0,60;0,017;-0,09;6,02;0,63;0,035;-0,27;6,52;0,65;0,262;-0,21;7,02;0,68;1,292;-0,05;7,52;0,69;0,436;0,00;8,02;0,71;0,000
-0,01;3,52;0,49;0,017;-0,40;4,02;0,52;3,979;0,13;4,52;0,55;2,775;-0,01;5,02;0,58;0,017;-0,07;5,52;0,60;0,017;-0,04;6,02;0,63;0,035;-0,03;6,52;0,65;0,332;-0,16;7,02;0,67;1,606;0,05;7,52;0,69;0,663;0,00;8,02;0,71;0,000
0,04;3,52;0,49;0,017;-0,46;4,02;0,52;4,346;0,18;4,52;0,55;3,124;-0,22;5,02;0,58;0,017;-0,14;5,52;0,60;0,017;0,01;6,02;0,63;0,192;-0,12;6,52;0,65;0,506;-0,25;7,02;0,67;1,902;-0,10;7,52;0,69;0,873;0,00;8,02;0,71;0,000
0,07;3,52;0,49;0,017;-0,51;4,02;0,52;4,660;0,15;4,52;0,55;3,473;-0,24;5,02;0,58;0,017;-0,15;5,52;0,60;0,017;-0,04;6,02;0,63;0,349;-0,17;6,52;0,65;0,663;-0,29;7,02;0,67;2,129;-0,05;7,52;0,69;1,047;0,00;8,02;0,71;0,000
0,10;3,52;0,49;0,017;-0,37;4,02;0,52;4,922;0,21;4,52;0,55;3,805;-0,09;5,02;0,58;0,017;-0,07;5,52;0,60;0,017;-0,20;6,02;0,63;0,593;-0,19;6,52;0,65;0,768;-0,22;7,02;0,67;2,374;-0,04;7,52;0,69;1,222;0,00;8,02;0,71;0,000
0,10;3,52;0,49;0,017;-0,33;4,02;0,52;5,184;0,24;4,52;0,55;4,067;-0,07;5,02;0,58;0,017;-0,11;5,52;0,60;0,017;-0,16;6,02;0,63;0,820;-0,18;6,52;0,65;0,838;-0,22;7,02;0,67;2,601;-0,06;7,52;0,69;1,379;0,00;8,02;0,71;0,000
0,06;3,52;0,49;0,017;-0,30;4,02;0,52;5,411;0,21;4,52;0,55;4,311;-0,08;5,02;0,58;0,017;-0,02;5,52;0,60;0,017;0,02;6,02;0,63;1,030;-0,09;6,52;0,65;0,873;-0,34;7,02;0,67;2,862;-0,05;7,52;0,69;1,553;-0,13;8,02;0,71;0,000
0,07;3,52;0,49;0,017;-0,33;4,02;0,52;5,620;0,18;4,52;0,55;4,520;-0,14;5,02;0,58;0,017;0,00;5,52;0,60;0,017;-0,04;6,02;0,63;1,257;-0,01;6,52;0,65;0,995;-0,27;7,02;0,67;3,124;-0,04;7,52;0,69;1,728;-0,09;8,02;0,71;0,000
0,15;3,52;0,49;0,017;-0,57;4,02;0,52;5,847;0,24;4,52;0,55;4,695;-0,08;5,02;0,58;0,017;-0,02;5,52;0,60;0,017;-0,03;6,02;0,63;1,466;-0,11;6,52;0,65;1,065;-0,26;7,02;0,67;3,421;-0,11;7,52;0,69;1,937;-0,12;8,02;0,71;0,000
0,08;3,52;0,49;0,017;-0,55;4,02;0,52;6,126;0,27;4,52;0,55;4,904;-0,04;5,02;0,58;0,017;-0,10;5,52;0,60;0,017;-0,06;6,02;0,63;1,676;-0,07;6,52;0,65;1,117;-0,31;7,02;0,67;3,665;-0,03;7,52;0,69;2,129;-0,09;8,02;0,71;0,000
0,13;3,52;0,49;0,017;-0,50;4,02;0,52;6,388;0,20;4,52;0,55;5,096;-0,08;5,02;0,58;0,017;0,03;5,52;0,60;0,017;-0,12;6,02;0,63;1,868;-0,07;6,52;0,65;1,169;-0,19;7,02;0,67;3,875;-0,03;7,52;0,69;2,286;-0,14;8,02;0,71;0,000
0,10;3,52;0,49;0,017;-0,53;4,02;0,52;6,632;-0,03;4,52;0,55;5,288;-0,10;5,02;0,58;0,017;0,03;5,52;0,60;0,035;-0,19;6,02;0,63;2,077;0,03;6,52;0,65;1,222;-0,25;7,02;0,67;4,049;-0,12;7,52;0,69;2,426;-0,11;8,02;0,71;0,000
0,08;3,52;0,49;0,017;-0,45;4,02;0,52;6,824;0,06;4,52;0,55;5,480;0,01;5,02;0,58;0,017;0,03;5,52;0,60;0,035;-0,13;6,02;0,63;2,339;-0,02;6,52;0,65;1,309;-0,22;7,02;0,67;4,224;-0,16;7,52;0,69;2,583;-0,05;8,02;0,71;0,000
0,15;3,52;0,49;0,035;-0,48;4,02;0,52;7,016;0,24;4,52;0,55;5,672;-0,05;5,02;0,58;0,035;-0,06;5,52;0,60;0,035;-0,05;6,02;0,63;2,653;-0,01;6,52;0,65;1,396;-0,28;7,02;0,67;4,381;-0,17;7,52;0,69;2,758;-0,06;8,02;0,71;0,000
0,18;3,52;0,49;0,262;-0,46;4,02;0,52;7,226;0,12;4,52;0,55;5,917;-0,06;5,02;0,58;0,035;-0,02;5,52;0,60;0,035;0,00;6,02;0,63;3,002;-0,03;6,52;0,65;1,518;-0,24;7,02;0,67;4,538;-0,19;7,52;0,69;2,950;-0,04;8,02;0,71;0,000
0,10;3,52;0,49;0,541;-0,47;4,02;0,52;7,435;-0,01;4,52;0,55;6,178;2,75E-4;5,02;0,58;0,035;-0,04;5,52;0,60;0,035;0,00;6,02;0,63;3,316;-0,10;6,52;0,65;1,623;-0,19;7,02;0,67;4,765;-0,04;7,52;0,69;3,159;-0,11;8,02;0,71;0,000
0,07;3,52;0,49;0,873;-0,47;4,02;0,52;7,662;-0,01;4,52;0,55;6,423;0,08;5,02;0,58;0,035;-0,03;5,52;0,60;0,035;0,03;6,02;0,63;3,630;-0,09;6,52;0,65;1,728;-0,19;7,02;0,67;5,044;-0,04;7,52;0,69;3,351;-0,11;8,02;0,71;0,000
0,12;3,52;0,49;1,222;-0,49;4,02;0,52;7,889;0,22;4,52;0,55;6,702;-0,05;5,02;0,58;0,035;-0,03;5,52;0,60;0,052;-0,06;6,02;0,63;3,944;-0,14;6,52;0,65;1,850;-0,23;7,02;0,67;5,306;-0,19;7,52;0,69;3,543;-0,23;8,02;0,71;0,000
0,09;3,52;0,49;1,553;-0,45;4,02;0,52;8,133;0,27;4,52;0,55;6,999;-0,05;5,02;0,58;0,140;0,02;5,52;0,60;0,209;-0,16;6,02;0,63;4,276;-0,14;6,52;0,65;1,955;-0,23;7,02;0,67;5,585;-0,14;7,52;0,69;3,718;-0,20;8,02;0,71;0,000
0,07;3,52;0,49;1,868;-0,40;4,02;0,52;8,378;0,19;4,52;0,55;7,313;-0,05;5,02;0,58;0,314;0,07;5,52;0,60;0,436;-0,18;6,02;0,63;4,573;0,01;6,52;0,65;2,077;-0,34;7,02;0,67;5,864;-0,15;7,52;0,69;3,875;-0,12;8,02;0,71;0,017
0,10;3,52;0,49;2,217;-0,36;4,02;0,52;8,639;0,24;4,52;0,55;7,610;-0,03;5,02;0,58;0,419;0,02;5,52;0,60;0,716;-0,27;6,02;0,63;4,904;-0,14;6,52;0,65;2,217;-0,33;7,02;0,67;6,126;-0,14;7,52;0,69;4,032;-0,12;8,02;0,71;0,017
0,13;3,52;0,49;2,548;-0,41;4,02;0,52;8,884;0,28;4,52;0,55;7,906;0,02;5,02;0,58;0,506;-0,03;5,52;0,60;1,030;-0,36;6,02;0,63;5,219;-0,05;6,52;0,65;2,374;-0,26;7,02;0,67;6,353;-0,12;7,52;0,69;4,206;-0,15;8,02;0,71;0,017
0,11;3,52;0,49;2,880;-0,36;4,02;0,52;9,128;0,24;4,52;0,55;8,238;0,01;5,02;0,58;0,576;-0,04;5,52;0,60;1,396;-0,32;6,02;0,63;5,498;-0,04;6,52;0,65;2,531;-0,30;7,02;0,67;6,562;-0,08;7,52;0,69;4,451;-0,19;8,02;0,71;0,017
0,12;3,52;0,49;3,211;-0,37;4,02;0,52;9,338;0,33;4,52;0,55;8,587;0,02;5,02;0,58;0,681;-4,12E-4;5,52;0,60;1,728;-0,29;6,02;0,63;5,742;-0,14;6,52;0,65;2,670;-0,32;7,02;0,67;6,772;-0,10;7,52;0,69;4,730;-0,19;8,02;0,71;0,017
0,13;3,52;0,49;3,560;-0,34;4,02;0,52;9,564;0,30;4,52;0,55;8,919;0,00;5,02;0,58;0,785;-0,04;5,52;0,60;2,007;-0,29;6,02;0,63;6,004;-0,22;6,52;0,65;2,740;-0,31;7,02;0,67;6,981;-0,08;7,52;0,69;4,992;-0,18;8,02;0,71;0,017
0,13;3,52;0,49;3,927;-0,35;4,02;0,52;9,809;0,25;4,52;0,55;9,250;0,01;5,02;0,58;0,908;-0,02;5,52;0,60;2,251;-0,24;6,02;0,63;6,283;-0,12;6,52;0,65;2,758;-0,29;7,02;0,67;7,191;-0,11;7,52;0,69;5,236;-0,23;8,02;0,71;0,017
0,10;3,52;0,49;4,294;-0,34;4,02;0,52;10,071;0,23;4,52;0,55;9,599;-0,03;5,02;0,58;1,012;0,03;5,52;0,60;2,461;-0,26;6,02;0,63;6,580;-0,07;6,52;0,65;2,775;-0,24;7,02;0,67;7,383;-0,09;7,52;0,69;5,480;-0,15;8,02;0,71;0,017
0,14;3,52;0,49;4,643;-0,31;4,02;0,52;10,332;0,29;4,52;0,55;9,931;0,02;5,02;0,58;1,134;-0,02;5,52;0,60;2,618;-0,28;6,02;0,63;6,877;-0,07;6,52;0,65;2,775;-0,19;7,02;0,67;7,592;-0,11;7,52;0,69;5,725;-0,08;8,02;0,71;0,035
0,10;3,52;0,49;4,992;-0,36;4,02;0,52;10,594;0,32;4,52;0,55;10,228;0,10;5,02;0,58;1,257;-0,03;5,52;0,60;2,793;-0,23;6,02;0,63;7,173;-0,16;6,52;0,65;2,775;-0,31;7,02;0,67;7,837;-0,12;7,52;0,69;5,934;-0,12;8,02;0,71;0,035
0,10;3,52;0,49;5,323;-0,41;4,02;0,52;10,838;0,33;4,52;0,55;10,489;0,02;5,02;0,58;1,361;-0,10;5,52;0,60;3,002;-0,25;6,02;0,63;7,470;-0,09;6,52;0,65;2,793;-0,27;7,02;0,67;8,081;-0,14;7,52;0,69;6,196;-0,06;8,02;0,71;0,035
0,03;3,52;0,49;5,655;-0,40;4,02;0,52;11,100;0,31;4,52;0,55;10,716;0,05;5,02;0,58;1,449;-0,11;5,52;0,60;3,211;-0,25;6,02;0,63;7,767;-0,12;6,52;0,65;2,810;-0,21;7,02;0,67;8,290;-0,11;7,52;0,69;6,458;-0,06;8,02;0,71;0,209
0,06;3,52;0,49;5,969;-0,41;4,02;0,52;11,362;0,34;4,52;0,55;10,891;0,06;5,02;0,58;1,518;-0,13;5,52;0,60;3,403;-0,22;6,02;0,63;8,098;-0,14;6,52;0,65;2,880;-0,20;7,02;0,67;8,517;-0,10;7,52;0,69;6,737;-0,05;8,02;0,71;0,541
0,14;3,52;0,49;6,266;-0,35;4,02;0,52;11,624;0,33;4,52;0,55;11,030;0,03;5,02;0,58;1,588;-0,14;5,52;0,60;3,613;-0,34;6,02;0,63;8,447;-0,20;6,52;0,65;2,967;-0,18;7,02;0,67;8,762;-0,11;7,52;0,69;6,999;-0,14;8,02;0,71;1,030
0,17;3,52;0,49;6,528;-0,27;4,02;0,52;11,851;0,34;4,52;0,55;11,135;0,03;5,02;0,58;1,623;-0,11;5,52;0,60;3,822;-0,32;6,02;0,63;8,796;-0,28;6,52;0,65;3,089;-0,14;7,02;0,67;9,006;-0,01;7,52;0,69;7,261;-0,03;8,02;0,71;1,518
0,07;3,52;0,49;6,772;-0,35;4,02;0,52;12,078;0,33;4,52;0,55;11,240;-0,01;5,02;0,58;1,641;-0,10;5,52;0,60;4,067;-0,37;6,02;0,63;9,128;-0,17;6,52;0,65;3,229;-0,19;7,02;0,67;9,215;-0,12;7,52;0,69;7,505;0,01;8,02;0,71;1,920
0,12;3,52;0,49;6,999;-0,34;4,02;0,52;12,339;0,33;4,52;0,55;11,380;-0,05;5,02;0,58;1,658;-0,11;5,52;0,60;4,346;-0,30;6,02;0,63;9,442;-0,09;6,52;0,65;3,386;-0,16;7,02;0,67;9,442;-0,09;7,52;0,69;7,714;-0,01;8,02;0,71;2,251
0,15;3,52;0,49;7,208;-0,36;4,02;0,52;12,566;0,31;4,52;0,55;11,554;-0,04;5,02;0,58;1,676;-0,04;5,52;0,60;4,660;-0,37;6,02;0,63;9,739;-0,09;6,52;0,65;3,543;-0,25;7,02;0,67;9,704;-0,11;7,52;0,69;7,871;0,01;8,02;0,71;2,531
0,18;3,52;0,49;7,383;-0,34;4,02;0,52;12,758;0,36;4,52;0,55;11,729;0,03;5,02;0,58;1,745;0,03;5,52;0,60;4,992;-0,24;6,02;0,63;10,036;-0,01;6,52;0,65;3,700;-0,20;7,02;0,67;9,983;-0,07;7,52;0,69;8,029;-0,14;8,02;0,71;2,775
0,19;3,52;0,49;7,522;-0,38;4,02;0,52;12,915;0,26;4,52;0,55;11,921;0,06;5,02;0,58;1,868;0,02;5,52;0,60;5,288;-0,24;6,02;0,63;10,280;-0,08;6,52;0,65;3,840;-0,13;7,02;0,67;10,263;-0,03;7,52;0,69;8,186;-0,12;8,02;0,71;2,950
0,17;3,52;0,49;7,645;-0,29;4,02;0,52;13,038;0,38;4,52;0,55;12,095;0,04;5,02;0,58;2,007;-0,02;5,52;0,60;5,550;-0,31;6,02;0,63;10,489;-0,11;6,52;0,65;3,997;-0,16;7,02;0,67;10,507;-0,09;7,52;0,69;8,325;-0,08;8,02;0,71;3,107
0,17;3,52;0,49;7,749;-0,38;4,02;0,52;13,125;0,32;4,52;0,55;12,287;0,04;5,02;0,58;2,112;0,03;5,52;0,60;5,794;-0,30;6,02;0,63;10,751;-0,05;6,52;0,65;4,154;-0,10;7,02;0,67;10,769;0,00;7,52;0,69;8,500;-0,05;8,02;0,71;3,316
0,11;3,52;0,49;7,854;-0,23;4,02;0,52;13,195;0,34;4,52;0,55;12,497;0,02;5,02;0,58;2,182;0,04;5,52;0,60;6,021;-0,37;6,02;0,63;10,978;-0,15;6,52;0,65;4,328;-0,09;7,02;0,67;11,030;0,02;7,52;0,69;8,692;-0,12;8,02;0,71;3,578
0,15;3,52;0,49;7,941;-0,30;4,02;0,52;13,265;0,36;4,52;0,55;12,723;0,01;5,02;0,58;2,269;0,05;5,52;0,60;6,196;-0,32;6,02;0,63;11,188;-0,08;6,52;0,65;4,520;-0,08;7,02;0,67;11,310;-0,09;7,52;0,69;8,919;-0,15;8,02;0,71;3,857
0,21;3,52;0,49;8,029;-0,14;4,02;0,52;13,334;0,31;4,52;0,55;12,985;-0,03;5,02;0,58;2,356;-0,07;5,52;0,60;6,353;-0,18;6,02;0,63;11,327;-0,07;6,52;0,65;4,712;-0,01;7,02;0,67;11,554;-0,09;7,52;0,69;9,163;-0,08;8,02;0,71;4,154
0,19;3,52;0,49;8,168;-0,18;4,02;0,52;13,422;0,35;4,52;0,55;13,230;-0,01;5,02;0,58;2,426;-0,06;5,52;0,60;6,510;-0,21;6,02;0,63;11,449;-0,03;6,52;0,65;4,922;0,01;7,02;0,67;11,781;-0,05;7,52;0,69;9,442;-0,14;8,02;0,71;4,451
0,20;3,52;0,49;8,325;-0,26;4,02;0,52;13,544;0,29;4,52;0,55;13,439;0,00;5,02;0,58;2,478;0,04;5,52;0,60;6,667;-0,29;6,02;0,63;11,572;-0,17;6,52;0,65;5,114;0,06;7,02;0,67;12,025;0,00;7,52;0,69;9,756;-0,12;8,02;0,71;4,712
0,15;3,52;0,49;8,535;-0,22;4,02;0,52;13,614;0,38;4,52;0,55;13,614;0,03;5,02;0,58;2,513;0,02;5,52;0,60;6,842;-0,26;6,02;0,63;11,676;-0,14;6,52;0,65;5,341;0,13;7,02;0,67;12,270;-0,06;7,52;0,69;10,088;-0,07;8,02;0,71;4,974
0,23;3,52;0,49;8,762;-0,09;4,02;0,52;13,701;0,43;4,52;0,55;13,806;0,04;5,02;0,58;2,531;-0,01;5,52;0,60;6,999;-0,28;6,02;0,63;11,746;0,03;6,52;0,65;5,550;0,15;7,02;0,67;12,514;0,03;7,52;0,69;10,385;-0,04;8,02;0,71;5,219
0,16;3,52;0,49;8,971;-0,10;4,02;0,52;13,806;0,49;4,52;0,55;13,980;0,05;5,02;0,58;2,566;0,02;5,52;0,60;7,156;-0,19;6,02;0,63;11,798;0,02;6,52;0,65;5,725;0,26;7,02;0,67;12,741;0,05;7,52;0,69;10,664;0,00;8,02;0,71;5,445
0,25;3,52;0,49;9,180;-0,10;4,02;0,52;13,945;0,55;4,52;0,55;14,155;-0,03;5,02;0,58;2,635;0,03;5,52;0,60;7,313;-0,13;6,02;0,63;11,851;-0,09;6,52;0,65;5,882;0,41;7,02;0,67;12,968;0,11;7,52;0,69;10,891;-0,04;8,02;0,71;5,637
0,18;3,52;0,49;9,355;-0,06;4,02;0,52;14,085;0,77;4,52;0,55;14,347;0,02;5,02;0,58;2,723;0,11;5,52;0,60;7,470;-0,07;6,02;0,63;11,921;-0,13;6,52;0,65;6,039;0,48;7,02;0,67;13,195;0,09;7,52;0,69;11,100;-0,02;8,02;0,71;5,899
0,08;3,52;0,49;9,512;0,01;4,02;0,52;14,277;0,84;4,52;0,55;14,504;-0,03;5,02;0,58;2,845;0,07;5,52;0,60;7,679;-0,06;6,02;0,63;11,990;-0,11;6,52;0,65;6,161;0,74;7,02;0,67;13,387;0,11;7,52;0,69;11,257;-0,02;8,02;0,71;6,318
0,11;3,52;0,49;9,652;0,16;4,02;0,52;14,469;1,26;4,52;0,55;14,678;-0,03;5,02;0,58;2,932;0,11;5,52;0,60;7,906;-0,11;6,02;0,63;12,078;-0,10;6,52;0,65;6,266;0,97;7,02;0,67;13,596;0,08;7,52;0,69;11,397;-0,10;8,02;0,71;6,632
0,05;3,52;0,49;9,756;0,23;4,02;0,52;14,626;1,51;4,52;0,55;14,853;0,00;5,02;0,58;3,054;0,03;5,52;0,60;8,168;-0,02;6,02;0,63;12,200;-0,04;6,52;0,65;6,318;1,16;7,02;0,67;13,788;0,13;7,52;0,69;11,537;-0,12;8,02;0,71;6,912
0,13;3,52;0,49;9,879;0,49;4,02;0,52;14,818;2,09;4,52;0,55;15,027;0,10;5,02;0,58;3,159;0,06;5,52;0,60;8,482;-0,02;6,02;0,63;12,357;-0,17;6,52;0,65;6,336;1,75;7,02;0,67;13,998;0,26;7,52;0,69;11,659;-0,07;8,02;0,71;7,208
