"Relative Intensity (%) Run #1";"Output Voltage Ch H (V) Run #1";"Output Current Ch H (A) Run #1";"Angle (rad) Run #1";"Relative Intensity (%) Run #2";"Output Voltage Ch H (V) Run #2";"Output Current Ch H (A) Run #2";"Angle (rad) Run #2";"Relative Intensity (%) Run #3";"Output Voltage Ch H (V) Run #3";"Output Current Ch H (A) Run #3";"Angle (rad) Run #3";"Relative Intensity (%) Run #4";"Output Voltage Ch H (V) Run #4";"Output Current Ch H (A) Run #4";"Angle (rad) Run #4";"Relative Intensity (%) Run #5";"Output Voltage Ch H (V) Run #5";"Output Current Ch H (A) Run #5";"Angle (rad) Run #5";"Relative Intensity (%) Run #6";"Output Voltage Ch H (V) Run #6";"Output Current Ch H (A) Run #6";"Angle (rad) Run #6";"Relative Intensity (%) Run #7";"Output Voltage Ch H (V) Run #7";"Output Current Ch H (A) Run #7";"Angle (rad) Run #7";"Relative Intensity (%) Run #8";"Output Voltage Ch H (V) Run #8";"Output Current Ch H (A) Run #8";"Angle (rad) Run #8";"Relative Intensity (%) Run #9";"Output Voltage Ch H (V) Run #9";"Output Current Ch H (A) Run #9";"Angle (rad) Run #9";"Relative Intensity (%) Run #10";"Output Voltage Ch H (V) Run #10";"Output Current Ch H (A) Run #10";"Angle (rad) Run #10"
0,15;3,52;0,49;22,707;-0,50;4,02;0,52;26,721;-0,08;4,52;0,55;30,892;8,37;5,02;0,58;17,977;-0,12;5,52;0,60;28,170;-0,27;6,02;0,63;28,466;14,95;6,52;0,65;15,725;-0,37;7,02;0,67;28,833;-0,22;7,52;0,69;27,105;-0,13;8,02;0,71;26,093
0,05;3,52;0,49;22,969;-0,45;4,02;0,52;27,053;-0,03;4,52;0,55;31,102;5,68;5,02;0,58;18,134;-0,03;5,52;0,60;28,431;-0,28;6,02;0,63;28,623;20,12;6,52;0,65;15,917;-0,36;7,02;0,67;29,025;-0,22;7,52;0,69;27,314;-0,11;8,02;0,71;26,285
0,13;3,52;0,49;23,213;-0,32;4,02;0,52;27,332;0,04;4,52;0,55;31,329;4,51;5,02;0,58;18,326;0,04;5,52;0,60;28,658;-0,63;6,02;0,63;28,763;23,53;6,52;0,65;16,127;-0,36;7,02;0,67;29,217;-0,15;7,52;0,69;27,506;-0,07;8,02;0,71;26,459
0,23;3,52;0,49;23,492;-0,32;4,02;0,52;27,611;-0,04;4,52;0,55;31,503;3,23;5,02;0,58;18,518;0,02;5,52;0,60;28,850;-0,47;6,02;0,63;28,903;30,35;6,52;0,65;16,301;-0,37;7,02;0,67;29,426;-0,15;7,52;0,69;27,698;-0,14;8,02;0,71;26,651
0,06;3,52;0,49;23,736;-0,42;4,02;0,52;27,890;-0,06;4,52;0,55;31,678;1,77;5,02;0,58;18,710;-0,05;5,52;0,60;29,042;-0,13;6,02;0,63;29,042;33,49;6,52;0,65;16,493;-0,42;7,02;0,67;29,653;-0,16;7,52;0,69;27,873;-0,01;8,02;0,71;26,826
0,10;3,52;0,49;24,016;-0,34;4,02;0,52;28,170;-0,09;4,52;0,55;31,835;1,17;5,02;0,58;18,867;0,03;5,52;0,60;29,287;-0,24;6,02;0,63;29,199;35,75;6,52;0,65;16,668;-0,57;7,02;0,67;29,915;-0,16;7,52;0,69;28,047;0,06;8,02;0,71;27,000
0,12;3,52;0,49;24,278;-0,35;4,02;0,52;28,414;-0,16;4,52;0,55;31,974;0,70;5,02;0,58;19,024;0,03;5,52;0,60;29,514;-0,24;6,02;0,63;29,374;37,28;6,52;0,65;16,842;-0,36;7,02;0,67;30,194;-0,16;7,52;0,69;28,239;0,07;8,02;0,71;27,192
0,14;3,52;0,49;24,504;-0,40;4,02;0,52;28,641;-0,08;4,52;0,55;32,132;0,70;5,02;0,58;19,181;0,08;5,52;0,60;29,723;-0,24;6,02;0,63;29,566;36,61;6,52;0,65;17,017;-0,39;7,02;0,67;30,491;-0,15;7,52;0,69;28,449;0,05;8,02;0,71;27,384
0,03;3,52;0,49;24,714;-0,41;4,02;0,52;28,833;0,00;4,52;0,55;32,271;0,29;5,02;0,58;19,338;0,06;5,52;0,60;29,950;-0,28;6,02;0,63;29,775;32,47;6,52;0,65;17,191;-0,43;7,02;0,67;30,805;-0,10;7,52;0,69;28,746;0,07;8,02;0,71;27,594
0,16;3,52;0,49;24,888;-0,42;4,02;0,52;29,025;-0,02;4,52;0,55;32,428;0,11;5,02;0,58;19,495;0,04;5,52;0,60;30,177;-0,26;6,02;0,63;30,037;29,44;6,52;0,65;17,349;-0,47;7,02;0,67;31,137;-0,12;7,52;0,69;29,060;0,02;8,02;0,71;27,768
0,02;3,52;0,49;25,080;-0,49;4,02;0,52;29,199;-0,02;4,52;0,55;32,603;-0,01;5,02;0,58;19,687;0,04;5,52;0,60;30,439;-0,19;6,02;0,63;30,316;23,11;6,52;0,65;17,506;-0,47;7,02;0,67;31,468;-0,19;7,52;0,69;29,391;0,09;8,02;0,71;27,960
0,13;3,52;0,49;25,290;-0,47;4,02;0,52;29,391;-0,09;4,52;0,55;32,777;-0,02;5,02;0,58;19,844;0,08;5,52;0,60;30,665;-0,21;6,02;0,63;30,561;19,87;6,52;0,65;17,663;-0,44;7,02;0,67;31,765;-0,25;7,52;0,69;29,705;0,12;8,02;0,71;28,170
0,00;3,52;0,49;25,517;-0,40;4,02;0,52;29,566;-0,08;4,52;0,55;32,969;0,17;5,02;0,58;20,019;0,05;5,52;0,60;30,875;-0,26;6,02;0,63;30,805;14,22;6,52;0,65;17,837;-0,52;7,02;0,66;32,062;-0,30;7,52;0,69;30,002;0,14;8,02;0,71;28,362
-0,01;3,52;0,49;25,744;-0,48;4,02;0,52;29,705;-0,10;4,52;0,55;33,196;0,13;5,02;0,58;20,176;-0,07;5,52;0,60;31,102;-0,27;6,02;0,63;31,032;11,94;6,52;0,65;17,977;-0,50;7,02;0,66;32,306;-0,33;7,52;0,69;30,247;0,06;8,02;0,71;28,606
0,07;3,52;0,49;26,005;-0,51;4,02;0,52;29,828;-0,05;4,52;0,55;33,353;0,12;5,02;0,58;20,351;-0,10;5,52;0,60;31,294;-0,28;6,02;0,63;31,276;9,97;6,52;0,65;18,151;-0,55;7,02;0,66;32,515;-0,22;7,52;0,69;30,491;0,09;8,02;0,71;28,868
0,01;3,52;0,49;26,232;-0,44;4,02;0,52;29,950;-0,01;4,52;0,55;33,423;0,01;5,02;0,58;20,560;-0,07;5,52;0,60;31,486;-0,40;6,02;0,63;31,503;6,33;6,52;0,65;18,343;-0,48;7,02;0,66;32,690;-0,28;7,52;0,69;30,718;0,17;8,02;0,71;29,147
0,12;3,52;0,49;26,477;-0,48;4,02;0,52;30,107;-0,02;4,52;0,55;33,441;0,12;5,02;0,58;20,769;-0,07;5,52;0,60;31,730;-0,34;6,02;0,63;31,765;4,69;6,52;0,65;18,518;-0,50;7,02;0,66;32,882;-0,39;7,52;0,69;30,927;0,15;8,02;0,71;29,479
0,06;3,52;0,49;26,721;-0,47;4,02;0,52;30,281;-0,18;4,52;0,55;33,441;0,25;5,02;0,58;21,014;-0,12;5,52;0,60;32,062;-0,27;6,02;0,63;32,027;2,35;6,52;0,65;18,692;-0,47;7,02;0,66;33,074;-0,33;7,52;0,69;31,172;0,06;8,02;0,71;29,793
-0,04;3,52;0,49;26,948;-0,40;4,02;0,52;30,508;-0,10;4,52;0,55;33,441;0,15;5,02;0,58;21,328;-0,06;5,52;0,60;32,411;-0,31;6,02;0,63;32,289;1,69;6,52;0,65;18,884;-0,44;7,02;0,66;33,266;-0,28;7,52;0,69;31,398;0,12;8,02;0,71;30,124
0,01;3,52;0,49;27,192;-0,56;4,02;0,52;30,753;-0,10;4,52;0,55;33,441;0,10;5,02;0,58;21,642;-0,10;5,52;0,60;32,777;-0,35;6,02;0,63;32,585;0,93;6,52;0,65;19,059;-0,56;7,02;0,66;33,475;-0,22;7,52;0,69;31,643;0,09;8,02;0,71;30,456
0,02;3,52;0,49;27,437;-0,60;4,02;0,52;30,997;-0,14;4,52;0,55;33,458;-0,05;5,02;0,58;21,939;-0,13;5,52;0,60;33,091;-0,21;6,02;0,63;32,882;0,71;6,52;0,65;19,234;-0,62;7,02;0,66;33,702;-0,19;7,52;0,69;31,905;0,12;8,02;0,71;30,770
0,01;3,52;0,49;27,698;-0,56;4,02;0,52;31,259;-0,07;4,52;0,55;33,493;0,11;5,02;0,58;22,218;-0,14;5,52;0,60;33,406;-0,23;6,02;0,63;33,214;0,40;6,52;0,65;19,391;-0,50;7,02;0,66;33,964;-0,26;7,52;0,69;32,149;-0,01;8,02;0,71;31,049
-0,24;3,52;0,49;27,925;-0,58;4,02;0,52;31,503;-0,08;4,52;0,55;33,615;0,07;5,02;0,58;22,445;-0,06;5,52;0,60;33,720;-0,19;6,02;0,63;33,545;0,29;6,52;0,65;19,565;-0,48;7,02;0,66;34,261;-0,29;7,52;0,69;32,393;0,00;8,02;0,71;31,329
-0,52;3,52;0,49;28,117;-0,57;4,02;0,52;31,730;-0,14;4,52;0,55;33,790;0,13;5,02;0,58;22,654;-0,07;5,52;0,60;33,982;-0,22;6,02;0,63;33,877;0,10;6,52;0,65;19,740;-0,46;7,02;0,66;34,592;-0,32;7,52;0,69;32,620;0,09;8,02;0,71;31,608
-0,23;3,52;0,49;28,292;-0,63;4,02;0,52;31,940;-0,19;4,52;0,55;34,016;0,18;5,02;0,58;22,846;-0,09;5,52;0,60;34,226;-0,39;6,02;0,63;34,191;0,08;6,52;0,65;19,897;-0,57;7,02;0,66;34,907;-0,28;7,52;0,69;32,847;0,07;8,02;0,71;31,905
-0,05;3,52;0,49;28,466;-0,62;4,02;0,52;32,132;-0,19;4,52;0,55;34,278;0,14;5,02;0,58;23,038;-0,14;5,52;0,60;34,453;-0,35;6,02;0,63;34,470;0,03;6,52;0,65;20,071;-0,48;7,02;0,66;35,221;-0,29;7,52;0,69;33,074;0,03;8,02;0,71;32,254
-0,11;3,52;0,49;28,641;-0,59;4,02;0,52;32,306;-0,14;4,52;0,55;34,558;0,09;5,02;0,58;23,248;-0,13;5,52;0,60;34,680;-0,28;6,02;0,63;34,715;-0,01;6,52;0,65;20,246;-0,45;7,02;0,66;35,500;-0,31;7,52;0,69;33,283;-0,03;8,02;0,71;32,603
-0,02;3,52;0,49;28,815;-0,58;4,02;0,52;32,463;-0,09;4,52;0,55;34,837;0,08;5,02;0,58;23,457;-0,16;5,52;0,60;34,889;-0,33;6,02;0,63;34,907;-0,01;6,52;0,65;20,420;-0,56;7,02;0,66;35,709;-0,30;7,52;0,69;33,510;-0,02;8,02;0,71;32,969
-0,01;3,52;0,49;29,007;-0,59;4,02;0,52;32,603;-0,04;4,52;0,55;35,099;0,11;5,02;0,58;23,684;-0,11;5,52;0,60;35,099;-0,35;6,02;0,63;35,151;0,07;6,52;0,65;20,595;-0,61;7,02;0,66;35,919;-0,21;7,52;0,69;33,772;0,01;8,02;0,71;33,336
0,07;3,52;0,49;29,234;-0,64;4,02;0,52;32,777;-0,07;4,52;0,55;35,360;-0,02;5,02;0,58;23,946;-0,12;5,52;0,60;35,325;-0,27;6,02;0,63;35,413;0,01;6,52;0,65;20,787;-0,66;7,02;0,66;36,111;-0,24;7,52;0,69;34,086;0,05;8,02;0,71;33,720
0,01;3,52;0,49;29,479;-0,63;4,02;0,52;32,934;-0,10;4,52;0,55;35,570;-0,12;5,02;0,58;24,173;-0,08;5,52;0,60;35,552;-0,21;6,02;0,63;35,727;-0,04;6,52;0,65;20,996;-0,63;7,02;0,66;36,303;-0,34;7,52;0,69;34,400;0,03;8,02;0,71;34,069
-0,06;3,52;0,49;29,723;-0,63;4,02;0,52;33,126;-0,12;4,52;0,55;35,779;-0,07;5,02;0,58;24,365;-0,13;5,52;0,60;35,797;-0,22;6,02;0,63;36,093;-0,08;6,52;0,65;21,153;-0,66;7,02;0,66;36,530;-0,24;7,52;0,69;34,662;0,01;8,02;0,71;34,366
-0,13;3,52;0,49;30,037;-0,65;4,02;0,52;33,301;-0,11;4,52;0,55;35,989;0,03;5,02;0,58;24,574;-0,12;5,52;0,60;36,041;-0,27;6,02;0,63;36,477;-0,01;6,52;0,65;21,310;-0,56;7,02;0,66;36,774;-0,31;7,52;0,69;34,941;-0,07;8,02;0,71;34,627
-0,26;3,52;0,49;30,404;-0,53;4,02;0,52;33,493;-0,12;4,52;0,55;36,198;-0,02;5,02;0,58;24,819;-0,27;5,52;0,60;36,250;-0,24;6,02;0,63;36,861;-0,11;6,52;0,65;21,468;-0,62;7,02;0,66;37,036;-0,20;7,52;0,69;35,186;-0,11;8,02;0,71;34,872
-0,41;3,52;0,49;30,805;-0,48;4,02;0,52;33,702;-0,17;4,52;0,55;36,408;0,00;5,02;0,58;25,063;-0,22;5,52;0,60;36,442;-0,31;6,02;0,63;37,228;-0,01;6,52;0,65;21,607;-0,60;7,02;0,66;37,315;-0,28;7,52;0,69;35,430;-0,03;8,02;0,71;35,168
-0,38;3,52;0,49;31,224;-0,57;4,02;0,52;33,894;-0,13;4,52;0,55;36,582;0,01;5,02;0,58;25,325;-0,09;5,52;0,60;36,634;-0,26;6,02;0,63;37,612;-0,08;6,52;0,65;21,729;-0,63;7,02;0,66;37,612;-0,17;7,52;0,69;35,657;0,01;8,02;0,71;35,448
-0,17;3,52;0,49;31,660;-0,57;4,02;0,52;34,086;-0,19;4,52;0,55;36,774;0,12;5,02;0,58;25,587;-0,13;5,52;0,60;36,844;-0,23;6,02;0,63;37,961;-0,05;6,52;0,65;21,834;-0,66;7,02;0,66;37,909;-0,27;7,52;0,69;35,867;-0,04;8,02;0,71;35,762
-0,14;3,52;0,49;32,114;-0,57;4,02;0,52;34,313;-0,18;4,52;0,55;37,053;0,15;5,02;0,58;25,831;-0,12;5,52;0,60;37,088;-0,26;6,02;0,63;38,258;-0,06;6,52;0,65;21,939;-0,59;7,02;0,66;38,258;-0,22;7,52;0,69;36,111;-0,05;8,02;0,71;36,058
-0,12;3,52;0,49;32,603;-0,65;4,02;0,52;34,505;-0,22;4,52;0,55;37,158;0,18;5,02;0,58;26,040;-0,18;5,52;0,60;37,333;-0,21;6,02;0,63;38,519;-0,17;6,52;0,65;22,061;-0,61;7,02;0,66;38,624;-0,24;7,52;0,69;36,373;-0,05;8,02;0,71;36,355
-0,12;3,52;0,49;33,091;-0,67;4,02;0,52;34,680;-0,17;4,52;0,55;37,385;0,18;5,02;0,58;26,232;-0,10;5,52;0,60;37,559;-0,28;6,02;0,63;38,746;-0,07;6,52;0,65;22,218;-0,60;7,02;0,66;39,060;-0,24;7,52;0,69;36,669;-0,09;8,02;0,71;36,652
-0,21;3,52;0,49;33,528;-0,72;4,02;0,52;34,872;-0,13;4,52;0,55;37,594;0,19;5,02;0,58;26,389;-0,11;5,52;0,60;37,821;-0,22;6,02;0,63;38,991;-0,07;6,52;0,65;22,375;-0,60;7,02;0,66;39,514;-0,35;7,52;0,69;37,001;-0,06;8,02;0,71;36,931
-0,27;3,52;0,49;33,947;-0,82;4,02;0,52;35,064;-0,21;4,52;0,55;37,821;0,16;5,02;0,58;26,546;-0,15;5,52;0,60;38,083;-0,30;6,02;0,63;39,252;-0,04;6,52;0,65;22,567;-0,57;7,02;0,66;39,951;-0,30;7,52;0,69;37,333;-0,10;8,02;0,71;37,176
-0,25;3,52;0,49;34,313;-0,67;4,02;0,52;35,238;-0,18;4,52;0,55;38,083;0,16;5,02;0,58;26,704;-0,13;5,52;0,60;38,327;-0,26;6,02;0,63;39,532;-0,09;6,52;0,65;22,759;-0,56;7,02;0,66;40,352;-0,25;7,52;0,69;37,647;-0,07;8,02;0,71;37,402
-0,23;3,52;0,49;34,662;-0,68;4,02;0,52;35,430;-0,16;4,52;0,55;38,310;0,09;5,02;0,58;26,896;-0,16;5,52;0,60;38,572;-0,26;6,02;0,63;39,846;-0,02;6,52;0,65;22,986;-0,41;7,02;0,66;40,719;-0,25;7,52;0,69;37,978;0,00;8,02;0,71;37,647
-0,46;3,52;0,49;34,959;-0,61;4,02;0,52;35,640;-0,26;4,52;0,55;38,537;0,12;5,02;0,58;27,122;-0,14;5,52;0,60;38,799;-0,28;6,02;0,63;40,160;-0,03;6,52;0,65;23,248;-0,40;7,02;0,66;41,033;-0,29;7,52;0,69;38,327;-0,10;8,02;0,71;37,909
-0,16;3,52;0,49;35,291;-0,72;4,02;0,52;35,832;-0,24;4,52;0,55;38,781;0,21;5,02;0,58;27,349;-0,15;5,52;0,60;39,078;-0,19;6,02;0,63;40,474;-0,06;6,52;0,65;23,492;-0,55;7,02;0,66;41,329;-0,32;7,52;0,69;38,676;-0,08;8,02;0,71;38,188
-0,37;3,52;0,49;35,622;-0,74;4,02;0,52;36,006;-0,20;4,52;0,55;39,008;0,12;5,02;0,58;27,559;-0,14;5,52;0,60;39,357;-0,28;6,02;0,63;40,823;-0,03;6,52;0,65;23,736;-0,59;7,02;0,66;41,609;-0,33;7,52;0,69;39,060;-0,11;8,02;0,71;38,467
-0,30;3,52;0,49;35,971;-0,81;4,02;0,52;36,198;-0,21;4,52;0,55;39,270;0,13;5,02;0,58;27,768;-0,07;5,52;0,60;39,619;-0,19;6,02;0,63;41,137;-0,08;6,52;0,65;23,998;-0,60;7,02;0,66;41,905;-0,30;7,52;0,69;39,410;-0,10;8,02;0,71;38,711
-0,26;3,52;0,49;36,285;-0,83;4,02;0,52;36,373;-0,19;4,52;0,55;39,549;0,18;5,02;0,58;27,960;-0,11;5,52;0,60;39,881;-0,16;6,02;0,63;41,504;-0,16;6,52;0,65;24,243;-0,62;7,02;0,66;42,202;-0,28;7,52;0,69;39,759;-0,13;8,02;0,71;38,956
-0,30;3,52;0,49;36,565;-0,93;4,02;0,52;36,582;-0,17;4,52;0,55;39,846;0,06;5,02;0,58;28,152;-0,13;5,52;0,60;40,125;-0,17;6,02;0,63;41,923;-0,02;6,52;0,65;24,452;-0,66;7,02;0,66;42,534;-0,27;7,52;0,69;40,108;-0,09;8,02;0,71;39,218
-0,29;3,52;0,49;36,861;-0,77;4,02;0,52;36,826;-0,21;4,52;0,55;40,125;0,06;5,02;0,58;28,344;-0,10;5,52;0,60;40,369;-0,29;6,02;0,63;42,342;-0,03;6,52;0,65;24,644;-0,60;7,02;0,66;42,813;-0,27;7,52;0,69;40,492;-0,15;8,02;0,71;39,479
-0,32;3,52;0,49;37,176;-0,76;4,02;0,52;37,106;-0,33;4,52;0,55;40,387;0,29;5,02;0,58;28,571;-0,09;5,52;0,60;40,614;-0,26;6,02;0,63;42,778;-0,08;6,52;0,65;24,836;-0,63;7,02;0,66;43,110;-0,29;7,52;0,69;40,928;-0,01;8,02;0,71;39,759
-0,18;3,52;0,49;37,490;-0,76;4,02;0,52;37,402;-0,28;4,52;0,55;40,614;0,14;5,02;0,58;28,780;-0,18;5,52;0,60;40,858;-0,18;6,02;0,63;43,214;-0,15;6,52;0,65;25,045;-0,64;7,02;0,66;43,389;-0,30;7,52;0,69;41,417;-0,14;8,02;0,71;40,038
-0,16;3,52;0,49;37,804;-0,76;4,02;0,52;37,699;-0,28;4,52;0,55;40,841;0,25;5,02;0,58;29,025;-0,19;5,52;0,60;41,068;-0,24;6,02;0,63;43,616;-0,07;6,52;0,65;25,272;-0,65;7,02;0,66;43,668;-0,37;7,52;0,69;41,940;-0,11;8,02;0,71;40,300
-0,26;3,52;0,49;38,118;-0,84;4,02;0,52;37,961;-0,20;4,52;0,55;41,068;0,19;5,02;0,58;29,269;-0,12;5,52;0,60;41,294;-0,22;6,02;0,63;44,000;-0,13;6,52;0,65;25,482;-0,59;7,02;0,66;43,947;-0,37;7,52;0,69;42,464;-0,14;8,02;0,71;40,596
-0,24;3,52;0,49;38,397;-0,81;4,02;0,52;38,188;-0,12;4,52;0,55;41,277;0,15;5,02;0,58;29,548;-0,11;5,52;0,60;41,539;-0,34;6,02;0,63;44,349;-0,19;6,52;0,65;25,674;-0,61;7,02;0,66;44,279;-0,30;7,52;0,69;42,918;-0,08;8,02;0,71;40,911
-0,23;3,52;0,49;38,676;-0,84;4,02;0,52;38,415;-0,20;4,52;0,55;41,452;0,19;5,02;0,58;29,828;-0,12;5,52;0,60;41,801;-0,27;6,02;0,63;44,680;-0,01;6,52;0,65;25,866;-0,55;7,02;0,66;44,680;-0,40;7,52;0,69;43,406;-0,09;8,02;0,71;41,190
-0,24;3,52;0,49;38,956;-0,82;4,02;0,52;38,607;-0,26;4,52;0,55;41,609;0,28;5,02;0,58;30,124;-0,11;5,52;0,60;42,062;-0,34;6,02;0,63;45,047;-0,09;6,52;0,65;26,058;-0,58;7,02;0,66;45,134;-0,37;7,52;0,69;43,912;-0,13;8,02;0,71;41,504
-0,17;3,52;0,49;39,252;-0,82;4,02;0,52;38,799;-0,15;4,52;0,55;41,766;0,23;5,02;0,58;30,404;-0,15;5,52;0,60;42,289;-0,24;6,02;0,63;45,448;-0,12;6,52;0,65;26,232;-0,58;7,02;0,66;45,588;-0,37;7,52;0,69;44,384;-0,12;8,02;0,71;41,836
-0,25;3,52;0,49;39,532;-0,78;4,02;0,52;39,026;-0,23;4,52;0,55;41,905;0,21;5,02;0,58;30,648;-0,14;5,52;0,60;42,499;-0,61;6,02;0,63;45,815;-0,09;6,52;0,65;26,372;-0,62;7,02;0,66;46,059;-0,40;7,52;0,69;44,803;-0,15;8,02;0,71;42,185
-0,28;3,52;0,49;39,828;-0,82;4,02;0,52;39,252;-0,17;4,52;0,55;42,045;0,27;5,02;0,58;30,892;-0,12;5,52;0,60;42,673;-0,37;6,02;0,63;46,199;-0,15;6,52;0,65;26,512;-0,65;7,02;0,66;46,548;-0,33;7,52;0,69;45,204;-0,03;8,02;0,71;42,499
-0,29;3,52;0,49;40,125;-0,96;4,02;0,52;39,497;-0,08;4,52;0,55;42,150;0,27;5,02;0,58;31,172;-0,18;5,52;0,60;42,883;-0,49;6,02;0,63;46,548;-0,18;6,52;0,65;26,634;-0,62;7,02;0,66;47,054;-0,32;7,52;0,69;45,605;-0,08;8,02;0,71;42,830
-0,16;3,52;0,49;40,457;-0,84;4,02;0,52;39,741;-0,15;4,52;0,55;42,237;0,19;5,02;0,58;31,433;-0,20;5,52;0,60;43,127;-0,39;6,02;0,63;46,880;-0,10;6,52;0,65;26,773;-0,59;7,02;0,66;47,560;-0,29;7,52;0,69;46,007;-0,23;8,02;0,71;43,127
-0,20;3,52;0,49;40,771;-0,83;4,02;0,52;39,951;-0,23;4,52;0,55;42,324;0,25;5,02;0,58;31,713;-0,15;5,52;0,60;43,406;-0,29;6,02;0,63;47,194;-0,07;6,52;0,65;26,930;-0,57;7,02;0,66;48,119;-0,22;7,52;0,69;46,426;-0,28;8,02;0,71;43,406
0,03;3,52;0,49;41,102;-0,82;4,02;0,52;40,177;-0,19;4,52;0,55;42,429;0,27;5,02;0,58;31,992;-0,19;5,52;0,60;43,703;-0,36;6,02;0,63;47,455;-0,17;6,52;0,65;27,088;-0,57;7,02;0,66;48,660;-0,34;7,52;0,69;46,827;-0,22;8,02;0,71;43,668
-0,16;3,52;0,49;41,434;-0,69;4,02;0,52;40,404;-0,14;4,52;0,55;42,551;0,18;5,02;0,58;32,271;-0,06;5,52;0,60;43,965;-0,35;6,02;0,63;47,700;-0,17;6,52;0,65;27,245;-0,54;7,02;0,66;49,183;-0,30;7,52;0,69;47,229;-0,17;8,02;0,71;43,912
-0,18;3,52;0,49;41,818;-0,89;4,02;0,52;40,614;-0,18;4,52;0,55;42,691;0,12;5,02;0,58;32,550;-0,09;5,52;0,60;44,209;-0,27;6,02;0,63;47,979;-0,19;6,52;0,65;27,402;-0,51;7,02;0,66;49,724;-0,30;7,52;0,69;47,647;-0,22;8,02;0,71;44,174
-0,11;3,52;0,49;42,220;-0,83;4,02;0,52;40,823;-0,17;4,52;0,55;42,848;0,21;5,02;0,58;32,812;-0,16;5,52;0,60;44,454;-0,24;6,02;0,63;48,328;-0,17;6,52;0,65;27,559;-0,52;7,02;0,66;50,265;-0,31;7,52;0,69;48,014;-0,05;8,02;0,71;44,419
-0,20;3,52;0,49;42,621;-0,79;4,02;0,52;41,015;-0,21;4,52;0,55;43,040;0,24;5,02;0,58;33,039;-0,26;5,52;0,60;44,750;-0,28;6,02;0,63;48,730;-0,19;6,52;0,65;27,698;-0,50;7,02;0,66;50,772;-0,34;7,52;0,69;48,381;0,07;8,02;0,71;44,680
-0,21;3,52;0,49;43,005;-0,82;4,02;0,52;41,207;-0,23;4,52;0,55;43,267;0,21;5,02;0,58;33,231;-0,24;5,52;0,60;45,082;-0,31;6,02;0,63;49,166;-0,14;6,52;0,65;27,838;-0,55;7,02;0,66;51,260;-0,36;7,52;0,69;48,695;-0,07;8,02;0,71;44,977
-0,30;3,52;0,49;43,371;-0,82;4,02;0,52;41,399;-0,23;4,52;0,55;43,476;0,24;5,02;0,58;33,423;-0,22;5,52;0,60;45,413;-0,35;6,02;0,63;49,620;-0,18;6,52;0,65;27,995;-0,53;7,02;0,66;51,697;-0,36;7,52;0,69;49,009;-0,03;8,02;0,71;45,221
-0,23;3,52;0,49;43,720;-0,83;4,02;0,52;41,591;-0,17;4,52;0,55;43,686;0,18;5,02;0,58;33,650;-0,16;5,52;0,60;45,780;-0,36;6,02;0,63;50,126;-0,16;6,52;0,65;28,152;-0,58;7,02;0,66;52,081;-0,39;7,52;0,69;49,358;-0,09;8,02;0,71;45,483
-0,25;3,52;0,49;44,017;-0,84;4,02;0,52;41,783;-0,32;4,52;0,55;43,895;0,18;5,02;0,58;33,877;-0,24;5,52;0,60;46,146;-0,42;6,02;0,63;50,597;-0,17;6,52;0,65;28,327;-0,54;7,02;0,66;52,447;-0,34;7,52;0,69;49,707;-0,03;8,02;0,71;45,728
-0,15;3,52;0,49;44,244;-0,82;4,02;0,52;41,975;-0,23;4,52;0,55;44,070;-0,01;5,02;0,58;34,208;-0,22;5,52;0,60;46,530;-0,22;6,02;0,63;51,086;-0,15;6,52;0,65;28,536;-0,51;7,02;0,66;52,831;-0,32;7,52;0,69;50,039;-0,01;8,02;0,71;45,972
-0,19;3,52;0,49;44,454;-0,79;4,02;0,52;42,167;-0,16;4,52;0,55;44,262;0,02;5,02;0,58;34,592;-0,12;5,52;0,60;46,932;-0,27;6,02;0,63;51,522;-0,20;6,52;0,65;28,728;-0,54;7,02;0,66;53,233;-0,27;7,52;0,69;50,353;0,02;8,02;0,71;46,216
-0,03;3,52;0,49;44,628;-0,71;4,02;0,52;42,359;-0,14;4,52;0,55;44,471;0,27;5,02;0,58;35,046;-0,05;5,52;0,60;47,333;-0,25;6,02;0,63;51,906;-0,19;6,52;0,65;28,920;-0,54;7,02;0,66;53,669;-0,29;7,52;0,69;50,702;-0,15;8,02;0,71;46,478
-0,35;3,52;0,49;44,820;-0,69;4,02;0,52;42,569;-0,17;4,52;0,55;44,663;0,21;5,02;0,58;35,535;-0,12;5,52;0,60;47,717;-0,23;6,02;0,63;52,290;-0,17;6,52;0,65;29,112;-0,46;7,02;0,66;54,070;-0,21;7,52;0,69;50,999;-0,11;8,02;0,71;46,757
-0,42;3,52;0,49;45,012;-0,65;4,02;0,52;42,778;-0,27;4,52;0,55;44,890;0,12;5,02;0,58;36,006;-0,15;5,52;0,60;48,066;-0,29;6,02;0,63;52,691;-0,21;6,52;0,65;29,304;-0,50;7,02;0,66;54,489;-0,25;7,52;0,69;51,278;0,08;8,02;0,71;47,019
-0,34;3,52;0,49;45,204;-0,80;4,02;0,52;42,987;-0,17;4,52;0,55;45,099;0,11;5,02;0,58;36,477;-0,01;5,52;0,60;48,415;-0,28;6,02;0,63;53,075;-0,20;6,52;0,65;29,461;-0,43;7,02;0,66;54,908;-0,21;7,52;0,69;51,540;0,06;8,02;0,71;47,281
