"Relative Intensity (%) Run #1";"Output Voltage Ch H (V) Run #1";"Output Current Ch H (A) Run #1";"Angle (rad) Run #1"
-0,17;5,02;0,58;25,342
-0,22;5,02;0,58;25,447
-0,31;5,02;0,58;25,569
-0,18;5,02;0,58;25,691
-0,14;5,02;0,58;25,831
0,00;5,02;0,58;25,988
0,03;5,02;0,58;26,145
-0,02;5,02;0,58;26,285
-0,04;5,02;0,58;26,407
-0,08;5,02;0,58;26,512
-0,20;5,02;0,58;26,651
0,04;5,02;0,58;26,808
0,08;5,02;0,58;26,948
0,06;5,02;0,58;27,088
-0,05;5,02;0,58;27,245
0,08;5,02;0,58;27,506
-0,14;5,02;0,58;27,594
0,02;5,02;0,58;27,786
-0,07;5,02;0,58;27,943
-0,07;5,02;0,58;28,135
-0,05;5,02;0,58;28,327
-0,06;5,02;0,58;28,501
0,08;5,02;0,58;28,693
0,07;5,02;0,58;28,868
0,00;5,02;0,58;29,042
-0,01;5,02;0,58;29,217
0,00;5,02;0,58;29,409
-0,04;5,02;0,58;29,636
-0,03;5,02;0,58;29,810
0,02;5,02;0,58;29,967
-0,09;5,02;0,58;30,089
-0,07;5,02;0,58;30,194
0,03;5,02;0,58;30,351
-0,03;5,02;0,58;30,526
0,00;5,02;0,58;30,683
-0,05;5,02;0,58;30,857
0,01;5,02;0,58;30,980
-0,03;5,02;0,58;31,119
-0,03;5,02;0,58;31,224
0,00;5,02;0,58;31,364
0,04;5,02;0,58;31,503
0,03;5,02;0,58;31,643
0,07;5,02;0,58;31,765
0,11;5,02;0,58;31,887
0,10;5,02;0,58;32,027
0,09;5,02;0,58;32,201
0,02;5,02;0,58;32,376
0,00;5,02;0,58;32,533
0,09;5,02;0,58;32,707
0,08;5,02;0,58;32,882
-0,01;5,02;0,58;33,074
0,05;5,02;0,58;33,249
-0,10;5,02;0,58;33,423
-0,02;5,02;0,58;33,615
0,01;5,02;0,58;33,790
0,03;5,02;0,58;33,982
-0,02;5,02;0,58;34,139
0,05;5,02;0,58;34,261
0,02;5,02;0,58;34,383
0,03;5,02;0,58;34,558
0,02;5,02;0,58;34,732
0,13;5,02;0,58;34,941
0,10;5,02;0,58;35,133
0,11;5,02;0,58;35,291
0,07;5,02;0,58;35,430
0,11;5,02;0,58;35,570
0,08;5,02;0,58;35,692
0,09;5,02;0,58;35,832
0,06;5,02;0,58;36,006
-0,01;5,02;0,58;36,198
0,05;5,02;0,58;36,373
0,02;5,02;0,57;36,512
0,06;5,02;0,58;36,652
0,03;5,02;0,58;36,774
-0,07;5,02;0,58;36,861
0,02;5,02;0,58;36,949
-0,13;5,02;0,58;37,053
-0,07;5,02;0,58;37,158
-0,06;5,02;0,58;37,280
-0,08;5,02;0,58;37,420
-0,05;5,02;0,58;37,577
0,06;5,02;0,58;37,734
0,06;5,02;0,58;37,926
0,13;5,02;0,58;38,118
0,14;5,02;0,58;38,310
0,16;5,02;0,58;38,519
0,10;5,02;0,58;38,746
0,11;5,02;0,58;38,956
0,09;5,02;0,58;39,165
0,04;5,02;0,58;39,375
0,03;5,02;0,58;39,602
0,06;5,02;0,58;39,776
0,05;5,02;0,58;40,003
0,04;5,02;0,58;40,230
-0,09;5,02;0,58;40,457
-0,11;5,02;0,58;40,701
-0,03;5,02;0,58;40,911
0,02;5,02;0,58;41,102
-0,06;5,02;0,57;41,312
-0,01;5,02;0,58;41,486
0,00;5,02;0,58;41,696
0,02;5,02;0,58;41,853
0,01;5,02;0,58;42,028
0,00;5,02;0,58;42,272
-0,01;5,02;0,58;42,481
0,00;5,02;0,58;42,708
-0,09;5,02;0,58;42,953
0,00;5,02;0,58;43,162
0,05;5,02;0,58;43,371
0,07;5,02;0,58;43,651
-0,05;5,02;0,58;43,895
0,00;5,02;0,58;44,104
-5,95E-4;5,02;0,58;44,279
0,08;5,02;0,58;44,454
0,05;5,02;0,58;44,611
0,01;5,02;0,58;44,733
0,02;5,02;0,57;44,890
-0,02;5,02;0,58;45,047
-0,05;5,02;0,58;45,204
-0,11;5,02;0,58;45,361
-0,02;5,02;0,58;45,536
-0,06;5,02;0,58;45,763
-0,15;5,02;0,58;45,989
-0,12;5,02;0,58;46,077
0,01;5,02;0,58;46,269
0,00;5,02;0,58;46,443
-0,05;5,02;0,58;46,583
0,05;5,02;0,57;46,722
0,05;5,02;0,58;46,862
0,00;5,02;0,58;47,054
-0,02;5,02;0,58;47,264
0,02;5,02;0,58;47,455
-0,03;5,02;0,58;47,665
-0,09;5,02;0,57;47,874
-0,06;5,02;0,58;48,049
-9,46E-4;5,02;0,57;48,206
-0,05;5,02;0,58;48,381
0,05;5,02;0,58;48,520
0,00;5,02;0,58;48,660
-0,10;5,02;0,58;48,799
-0,07;5,02;0,58;48,904
-0,02;5,02;0,58;49,079
-0,01;5,02;0,58;49,271
-0,05;5,02;0,58;49,445
-0,09;5,02;0,58;49,620
-0,01;5,02;0,57;49,812
-0,03;5,02;0,58;50,021
0,00;5,02;0,58;50,231
-0,02;5,02;0,58;50,370
-0,01;5,02;0,58;50,545
-0,04;5,02;0,58;50,702
-0,07;5,02;0,57;50,859
-0,03;5,02;0,58;51,051
-0,05;5,02;0,58;51,278
-1,68E-4;5,02;0,58;51,505
-0,05;5,02;0,58;51,714
0,00;5,02;0,58;51,924
-0,03;5,02;0,57;52,116
-0,10;5,02;0,57;52,273
-0,04;5,02;0,57;52,430
-0,03;5,02;0,58;52,604
5,34E-4;5,02;0,57;52,761
-0,04;5,02;0,57;52,918
-0,09;5,02;0,58;53,093
-0,06;5,02;0,57;53,285
-0,04;5,02;0,57;53,477
-0,06;5,02;0,57;53,651
-0,14;5,02;0,58;53,808
-0,04;5,02;0,57;54,000
-0,16;5,02;0,57;54,192
-0,02;5,02;0,58;54,332
-0,01;5,02;0,57;54,489
-0,08;5,02;0,57;54,629
-0,07;5,02;0,57;54,803
-0,14;5,02;0,58;55,030
-0,10;5,02;0,58;55,275
-0,05;5,02;0,58;55,501
-0,02;5,02;0,57;55,676
-0,10;5,02;0,57;55,851
-0,06;5,02;0,57;55,990
-0,03;5,02;0,57;56,147
0,02;5,02;0,57;56,269
-0,10;5,02;0,57;56,392
-0,06;5,02;0,57;56,496
-0,06;5,02;0,57;56,618
-0,24;5,02;0,58;56,741
-0,24;5,02;0,58;56,880
-0,24;5,02;0,57;57,020
-0,21;5,02;0,57;57,142
-0,27;5,02;0,57;57,264
-0,23;5,02;0,57;57,386
-0,11;5,02;0,58;57,474
-0,15;5,02;0,57;57,561
-0,10;5,02;0,57;57,666
-0,23;5,02;0,57;57,770
-0,27;5,02;0,57;57,875
-0,33;5,02;0,57;57,980
-0,15;5,02;0,57;58,067
-0,08;5,02;0,57;58,137
-0,10;5,02;0,57;58,189
-0,13;5,02;0,57;58,259
-0,06;5,02;0,57;58,329
-0,32;5,02;0,57;58,381
-0,18;5,02;0,57;58,469
-0,13;5,02;0,57;58,538
-0,10;5,02;0,58;58,608
-0,30;5,02;0,57;58,678
-0,13;5,02;0,57;58,748
-0,13;5,02;0,57;58,800
-0,11;5,02;0,57;58,870
-0,14;5,02;0,57;59,010
-0,11;5,02;0,57;59,167
-0,10;5,02;0,57;59,306
-0,09;5,02;0,57;59,376
-0,15;5,02;0,57;59,428
-0,07;5,02;0,57;59,481
-0,11;5,02;0,57;59,516
-0,13;5,02;0,57;59,568
-0,02;5,02;0,57;59,620
-0,11;5,02;0,57;59,708
-0,05;5,02;0,57;59,812
0,04;5,02;0,57;59,900
0,14;5,02;0,57;59,970
0,36;5,02;0,57;60,039
0,45;5,02;0,57;60,092
0,57;5,02;0,57;60,161
0,85;5,02;0,57;60,249
1,04;5,02;0,57;60,353
1,18;5,02;0,57;60,476
1,14;5,02;0,57;60,563
0,86;5,02;0,57;60,633
0,72;5,02;0,57;60,703
0,47;5,02;0,57;60,807
0,38;5,02;0,57;60,912
0,20;5,02;0,57;60,999
0,09;5,02;0,57;61,069
0,12;5,02;0,57;61,121
0,06;5,02;0,57;61,156
-0,04;5,02;0,57;61,191
0,02;5,02;0,57;61,226
-0,06;5,02;0,57;61,261
-0,05;5,02;0,57;61,296
-0,04;5,02;0,57;61,348
-0,12;5,02;0,57;61,436
-0,12;5,02;0,57;61,523
-0,08;5,02;0,57;61,645
-0,10;5,02;0,57;61,785
-0,02;5,02;0,57;61,924
-0,03;5,02;0,57;62,029
-0,17;5,02;0,57;62,116
-0,11;5,02;0,57;62,186
-0,05;5,02;0,57;62,238
-0,13;5,02;0,57;62,308
-0,07;5,02;0,57;62,396
-0,06;5,02;0,57;62,483
-0,22;5,02;0,57;62,605
-0,27;5,02;0,57;62,727
-0,28;5,02;0,57;62,867
-0,29;5,02;0,57;62,954
-0,29;5,02;0,57;63,024
-0,38;5,02;0,58;63,076
-0,27;5,02;0,57;63,111
-0,26;5,02;0,57;63,146
-0,30;5,02;0,57;63,198
-0,19;5,02;0,57;63,251
-0,25;5,02;0,57;63,321
-0,25;5,02;0,57;63,390
-0,22;5,02;0,57;63,425
-0,21;5,02;0,57;63,478
-0,27;5,02;0,57;63,565
-0,27;5,02;0,57;63,635
-0,26;5,02;0,57;63,687
-0,24;5,02;0,57;63,722
-0,08;5,02;0,57;63,739
-0,19;5,02;0,57;63,739
-0,13;5,02;0,57;63,739
-0,12;5,02;0,57;63,739
-0,11;5,02;0,57;63,739
-0,23;5,02;0,57;63,739
-0,10;5,02;0,57;63,739
-0,10;5,02;0,57;63,739
-0,06;5,02;0,57;63,739
-0,06;5,02;0,57;63,739
-0,17;5,02;0,57;63,739
-0,14;5,02;0,57;63,739
-0,11;5,02;0,57;63,739
-0,08;5,02;0,57;63,739
-0,04;5,02;0,57;63,739
-0,09;5,02;0,57;63,739
-0,02;5,02;0,57;63,739
-0,02;5,02;0,57;63,739
-0,03;5,02;0,57;63,739
-0,07;5,02;0,57;63,722
-0,15;5,02;0,57;63,722
-0,09;5,02;0,57;63,722
-0,08;5,02;0,57;63,722
-0,06;5,02;0,57;63,722
-0,15;5,02;0,57;63,722
-0,13;5,02;0,57;63,722
-0,15;5,02;0,57;63,722
-0,15;5,02;0,57;63,722
-0,27;5,02;0,57;63,722
-0,31;5,02;0,57;63,722
-0,46;5,02;0,57;63,722
-0,16;5,02;0,57;63,722
-0,12;5,02;0,57;63,722
-0,51;5,02;0,57;63,722
-0,32;5,02;0,57;63,722
-0,21;5,02;0,57;63,722
-0,19;5,02;0,57;63,722
-0,14;5,02;0,57;63,722
-0,21;5,02;0,57;63,722
-0,20;5,02;0,57;63,722
-0,27;;;
